batter,name,apr_PA,apr_BABIP,apr_hard_hit_rate,apr_barrel_rate,apr_z_contact_rate,apr_hr_fb_rate,apr_BA,apr_wOBA,apr_HR_rate,apr_xBA,apr_xwOBA,luck_score,verdict,mj_PA,mj_BABIP,mj_BA,mj_wOBA,mj_HR_rate,year,delta_BABIP,delta_BA,delta_wOBA,delta_HR_rate,xwOBA_gap,xBA_gap,prediction_correct,signal_strength
608070,José Ramírez,125,0.2903,0.3155080213903743,0.0625,0.9226,0.0968,0.2679,0.358,0.024,0.341936170212766,0.3777298152046783,0.0475,Neutral,336,0.2891,0.2899,0.3745535714285714,0.0446,2023,-0.0013,0.022,0.0166,0.0206,0.0197,0.0741,,Neutral
608324,Alex Bregman,127,0.2299,0.2654320987654321,0.0666666666666666,0.8954,0.0938,0.219,0.3354330708661417,0.0236,0.2933666666666666,0.3853909738803439,0.349,Buy low,343,0.2621,0.2623,0.3489795918367347,0.0437,2023,0.0322,0.0432,0.0135,0.0201,0.05,0.0743,1.0,Strong buy
608336,Joey Gallo,65,0.2308,0.3409090909090909,0.303030303030303,0.757,0.3684,0.2364,0.4576923076923077,0.1077,0.372,0.4543168997668997,0.3439,Buy low,202,0.2466,0.1591,0.2816831683168316,0.0495,2023,0.0158,-0.0773,-0.176,-0.0582,-0.0034,0.1356,0.0,Strong buy
608385,Jesse Winker,63,0.2857,0.1777777777777777,0.0476190476190476,0.8333,0.0,0.2264,0.288095238095238,0.0,0.2797317073170731,0.2907782816830436,0.0714,Slight buy,134,0.274,0.1858,0.2708955223880597,0.0075,2023,-0.0117,-0.0406,-0.0172,0.0075,0.0027,0.0533,0.0,Slight buy
608671,Travis Jankowski,61,0.3902,0.1690140845070422,0.0,0.9067,0.0,0.3019,0.371311475409836,0.0,0.323780487804878,0.2995071038251366,-0.4536,Sell high,142,0.3524,0.3115,0.375,0.007,2023,-0.0379,0.0096,0.0037,0.007,-0.0718,0.0219,0.0,Strong sell
608701,Rob Refsnyder,56,0.2424,0.238095238095238,0.1176470588235294,0.871,0.125,0.1957,0.3116071428571428,0.0179,0.3847058823529412,0.4065823195028067,0.2861,Buy low,128,0.3951,0.3048,0.360546875,0.0,2023,0.1526,0.1091,0.0489,-0.0179,0.095,0.1891,1.0,Strong buy
608841,Joey Meneses,117,0.3563,0.3289473684210526,0.0681818181818181,0.8707,0.0833,0.2857,0.3111111111111111,0.0085,0.3585454545454545,0.3216487043820377,-0.2809,Sell high,309,0.3348,0.2822,0.3346278317152104,0.0227,2023,-0.0215,-0.0035,0.0235,0.0141,0.0105,0.0728,0.0,Strong sell
621020,Dansby Swanson,119,0.3857,0.2272727272727272,0.0985915492957746,0.7421,0.0769,0.2857,0.3533613445378151,0.0084,0.336112676056338,0.3723139275237547,-0.428,Sell high,286,0.3034,0.2548,0.3414335664335664,0.042,2023,-0.0823,-0.0309,-0.0119,0.0336,0.019,0.0504,1.0,Strong sell
621028,Kevin Newman,65,0.24,0.1888888888888888,0.0192307692307692,0.9231,0.1429,0.2295,0.2792307692307692,0.0308,0.3396862745098039,0.3468923076923077,0.2928,Buy low,163,0.304,0.2766,0.3288343558282208,0.0061,2023,0.064,0.0471,0.0496,-0.0246,0.0677,0.1102,1.0,Strong buy
621035,Chris Taylor,72,0.1875,0.2368421052631578,0.1621621621621621,0.6981,0.3125,0.1667,0.2798611111111111,0.0694,0.3829444444444444,0.3299304261559696,0.5563,Buy low,155,0.2989,0.234,0.3354838709677419,0.0452,2023,0.1114,0.0674,0.0556,-0.0243,0.0501,0.2163,1.0,Strong buy
621043,Carlos Correa,106,0.2319,0.2403100775193798,0.0972222222222222,0.8443,0.1667,0.2021,0.2816037735849057,0.0283,0.2803380281690141,0.3248443697990456,0.3368,Buy low,309,0.2879,0.2357,0.3210355987055016,0.0291,2023,0.056,0.0336,0.0394,0.0008,0.0432,0.0782,1.0,Strong buy
621439,Byron Buxton,108,0.3158,0.2756410256410256,0.15625,0.8344,0.3333,0.2577,0.3703703703703703,0.0648,0.3452698412698412,0.37528890776427,-0.0866,Slight sell,235,0.2213,0.1805,0.2948936170212766,0.0426,2023,-0.0945,-0.0772,-0.0755,-0.0223,0.0049,0.0875,1.0,Slight sell
621493,Taylor Ward,125,0.2436,0.2024539877300613,0.074074074074074,0.9054,0.1071,0.2075,0.3056,0.024,0.294925,0.3374639671042471,0.2784,Buy low,284,0.3,0.272,0.3556338028169014,0.0387,2023,0.0564,0.0645,0.05,0.0147,0.0319,0.0874,1.0,Strong buy
621550,Patrick Wisdom,102,0.2708,0.2971014492753623,0.2241379310344827,0.7879,0.4545,0.25,0.3999999999999999,0.098,0.3973275862068965,0.4429228091818122,0.1364,Buy low,145,0.1897,0.1545,0.2962068965517241,0.0552,2023,-0.0812,-0.0955,-0.1038,-0.0429,0.0429,0.1473,0.0,Strong buy
621566,Matt Olson,122,0.3462,0.3185185185185185,0.2333333333333333,0.7047,0.3333,0.2524,0.3959016393442622,0.0656,0.35525,0.3886569522112862,-0.2337,Sell high,342,0.2674,0.2635,0.4068713450292398,0.0819,2023,-0.0788,0.0111,0.011,0.0163,-0.0072,0.1028,0.0,Strong sell
622534,Manuel Margot,83,0.254,0.2745098039215686,0.0625,0.8687,0.1053,0.24,0.2849397590361445,0.0241,0.2684677419354838,0.316072350784211,0.2284,Buy low,175,0.3178,0.2609,0.3177142857142857,0.0057,2023,0.0639,0.0209,0.0328,-0.0184,0.0311,0.0285,1.0,Strong buy
622761,Jorge Mateo,83,0.3393,0.3027522935779816,0.078125,0.8416,0.375,0.3472,0.4463855421686746,0.0723,0.3560833333333333,0.4294700990976894,-0.2075,Sell high,192,0.2295,0.1573,0.1981770833333333,0.0,2023,-0.1098,-0.1899,-0.2482,-0.0723,-0.0169,0.0089,1.0,Strong sell
623912,Harold Ramírez,81,0.3585,0.2826086956521739,0.0701754385964912,0.8537,0.5,0.3288,0.4296296296296296,0.0617,0.3554912280701754,0.4106343779677113,-0.3094,Sell high,204,0.3151,0.266,0.3208333333333333,0.0196,2023,-0.0434,-0.0628,-0.1088,-0.0421,-0.019,0.0267,1.0,Strong sell
623993,Anthony Santander,107,0.2769,0.2808219178082192,0.0746268656716417,0.7769,0.1176,0.2128,0.2803738317757009,0.0187,0.305953125,0.299689964241366,0.1146,Slight buy,330,0.3033,0.2694,0.3715151515151515,0.0485,2023,0.0264,0.0566,0.0911,0.0298,0.0193,0.0932,1.0,Slight buy
624413,Pete Alonso,116,0.25,0.296,0.1666666666666666,0.8537,0.4,0.2571,0.3844827586206896,0.0862,0.3809230769230769,0.42887404547478,0.2403,Buy low,295,0.1751,0.2016,0.3411864406779661,0.0678,2023,-0.0749,-0.0556,-0.0433,-0.0184,0.0444,0.1238,0.0,Strong buy
624414,Christian Arroyo,70,0.3265,0.17,0.02,0.8367,0.0,0.2462,0.2685714285714285,0.0,0.2586122448979592,0.2305417410714285,-0.1337,Sell high,129,0.2872,0.2439,0.2864341085271318,0.0233,2023,-0.0393,-0.0023,0.0179,0.0233,-0.038,0.0125,0.0,Strong sell
624424,Michael Conforto,91,0.2727,0.3333333333333333,0.1304347826086956,0.7477,0.3636,0.2051,0.3203296703296703,0.044,0.3465217391304347,0.3323541601255887,0.129,Buy low,265,0.289,0.2521,0.3333962264150943,0.034,2023,0.0163,0.047,0.0131,-0.01,0.012,0.1414,1.0,Strong buy
624428,Adam Frazier,91,0.2206,0.1843971631205673,0.0422535211267605,0.9055,0.1667,0.2195,0.3049450549450549,0.033,0.2903943661971831,0.3409494505494505,0.3897,Buy low,246,0.2446,0.2477,0.3353658536585366,0.0407,2023,0.024,0.0282,0.0304,0.0077,0.036,0.0709,1.0,Strong buy
624431,Jose Trevino,61,0.25,0.1744186046511628,0.02,0.9167,0.2,0.2373,0.2770491803278688,0.0328,0.2991,0.3179596469104666,0.2402,Buy low,107,0.2048,0.1939,0.2813084112149532,0.0187,2023,-0.0452,-0.0434,0.0043,-0.0141,0.0409,0.0618,1.0,Strong buy
624585,Jorge Soler,107,0.2462,0.3247863247863248,0.1714285714285714,0.7857,0.2381,0.2188,0.3299065420560747,0.0467,0.3465142857142857,0.3902361448153665,0.2676,Buy low,323,0.2732,0.2491,0.3664086687306501,0.0619,2023,0.0271,0.0304,0.0365,0.0152,0.0603,0.1278,1.0,Strong buy
624641,Edmundo Sosa,62,0.3947,0.1686746987951807,0.1951219512195122,0.75,0.3333,0.3051,0.3798387096774193,0.0484,0.341075,0.3329536482334869,-0.482,Sell high,145,0.2621,0.2263,0.2748275862068965,0.0276,2023,-0.1326,-0.0788,-0.105,-0.0208,-0.0469,0.036,1.0,Strong sell
630105,Jake Cronenworth,115,0.2568,0.2095808383233532,0.0657894736842105,0.9198,0.15,0.22,0.3165217391304347,0.0261,0.3359189189189189,0.3522007378807379,0.2107,Buy low,319,0.257,0.2166,0.3023510971786834,0.0157,2023,0.0003,-0.0034,-0.0142,-0.0104,0.0357,0.1159,0.0,Strong buy
641355,Cody Bellinger,105,0.2899,0.2323943661971831,0.1066666666666666,0.8511,0.2593,0.2967,0.4338095238095237,0.0667,0.3083972602739726,0.4019296282873026,0.0433,Neutral,213,0.3462,0.3179,0.3762910798122066,0.0376,2023,0.0563,0.0212,-0.0575,-0.0291,-0.0319,0.0117,,Neutral
641487,J. p. Crawford,103,0.3115,0.2265625,0.032258064516129,0.944,0.0588,0.2381,0.3422330097087379,0.0097,0.3484262295081967,0.343953482817075,-0.0601,Slight sell,319,0.3204,0.2731,0.3630094043887147,0.0251,2023,0.0089,0.035,0.0208,0.0154,0.0017,0.1103,0.0,Slight sell
641584,Jake Fraley,91,0.2759,0.1627906976744186,0.0677966101694915,0.8273,0.1333,0.2308,0.3241758241758242,0.022,0.2973275862068966,0.3379701172701173,0.1156,Slight buy,230,0.2903,0.2788,0.3769565217391304,0.0565,2023,0.0145,0.0481,0.0528,0.0345,0.0138,0.0666,1.0,Slight buy
641680,Jonah Heim,88,0.3103,0.2936507936507936,0.1428571428571428,0.872,0.2174,0.3026,0.4130681818181818,0.0568,0.385016129032258,0.4657384244227994,-0.0551,Slight sell,271,0.3061,0.2717,0.340590405904059,0.0332,2023,-0.0042,-0.031,-0.0725,-0.0236,0.0527,0.0824,1.0,Slight sell
641820,Trey Mancini,97,0.3333,0.2834645669291338,0.032258064516129,0.8372,0.3333,0.2614,0.3087628865979381,0.0309,0.3265081967213115,0.3092171134020618,-0.1779,Sell high,166,0.3229,0.2162,0.2731927710843373,0.006,2023,-0.0104,-0.0451,-0.0356,-0.0249,0.0005,0.0651,1.0,Strong sell
641857,Ryan Mcmahon,112,0.3276,0.2397260273972602,0.1935483870967742,0.7841,0.25,0.23,0.3178571428571429,0.0357,0.3982295081967213,0.3745367305188725,-0.1415,Sell high,313,0.3543,0.2688,0.3749201277955271,0.0415,2023,0.0267,0.0388,0.0571,0.0058,0.0567,0.1682,0.0,Strong sell
642086,Dominic Smith,106,0.28,0.1729323308270676,0.0131578947368421,0.8321,0.0435,0.2316,0.2816037735849057,0.0094,0.2495394736842105,0.2693742138364779,0.0971,Slight buy,304,0.3114,0.2737,0.3194078947368421,0.0132,2023,0.0314,0.0421,0.0378,0.0037,-0.0122,0.018,1.0,Slight buy
642133,Rowdy Tellez,99,0.2364,0.3267326732673267,0.1129032258064516,0.8586,0.5,0.2442,0.3686868686868687,0.0808,0.3213999999999999,0.4025130147630147,0.3036,Buy low,189,0.24,0.1954,0.2616402116402117,0.0212,2023,0.0036,-0.0488,-0.107,-0.0596,0.0338,0.0772,0.0,Strong buy
642336,Francisco Mejía,50,0.25,0.216867469879518,0.0303030303030303,0.8254,0.125,0.2,0.272,0.02,0.29196875,0.27672,0.2455,Buy low,110,0.2727,0.2381,0.3022727272727272,0.0364,2023,0.0227,0.0381,0.0303,0.0164,0.0047,0.092,1.0,Strong buy
642708,Amed Rosario,104,0.3,0.2611940298507462,0.0704225352112676,0.8145,0.0625,0.2268,0.2581730769230769,0.0096,0.3509565217391304,0.3106601020024173,0.0004,Neutral,313,0.3333,0.2833,0.3333865814696485,0.0064,2023,0.0333,0.0565,0.0752,-0.0032,0.0525,0.1242,,Neutral
642715,Willy Adames,121,0.2879,0.1917808219178082,0.1267605633802817,0.8108,0.2273,0.24,0.3454545454545454,0.0413,0.3133333333333333,0.3550817140347575,0.0545,Slight buy,296,0.2191,0.1925,0.2861486486486486,0.0405,2023,-0.0688,-0.0475,-0.0593,-0.0008,0.0096,0.0733,0.0,Slight buy
642731,Thairo Estrada,112,0.4156,0.2323943661971831,0.075,0.8862,0.2105,0.3462,0.4165178571428571,0.0357,0.349375,0.3433299107142857,-0.5847,Sell high,203,0.2969,0.2299,0.3096059113300493,0.0246,2023,-0.1187,-0.1162,-0.1069,-0.0111,-0.0732,0.0032,1.0,Strong sell
643217,Andrew Benintendi,104,0.3418,0.1168831168831168,0.0256410256410256,0.863,0.0,0.2784,0.3014423076923077,0.0,0.3058461538461539,0.277781527505478,-0.2113,Sell high,312,0.322,0.2766,0.3334935897435897,0.0064,2023,-0.0197,-0.0018,0.0321,0.0064,-0.0237,0.0275,0.0,Strong sell
643265,Garrett Cooper,98,0.3607,0.2689655172413793,0.0625,0.8145,0.1875,0.2717,0.3224489795918367,0.0306,0.3374444444444444,0.307438325330132,-0.3079,Sell high,226,0.3185,0.2488,0.3179203539823008,0.0442,2023,-0.0421,-0.0229,-0.0045,0.0136,-0.015,0.0657,1.0,Strong sell
643289,Mauricio Dubón,101,0.3295,0.186335403726708,0.0227272727272727,0.8993,0.0,0.3021,0.3495049504950495,0.0,0.3329540229885057,0.3230685753129569,-0.1489,Sell high,256,0.2772,0.248,0.290234375,0.0195,2023,-0.0523,-0.0541,-0.0593,0.0195,-0.0264,0.0309,1.0,Strong sell
643376,Danny Jansen,61,0.1842,0.2307692307692307,0.1463414634146341,0.8391,0.1579,0.1754,0.280327868852459,0.0492,0.2730487804878049,0.3464377785091693,0.5769,Buy low,174,0.25,0.2438,0.3580459770114942,0.0632,2023,0.0658,0.0683,0.0777,0.014,0.0661,0.0976,1.0,Strong buy
643393,Tony Kemp,98,0.1781,0.1478260869565217,0.027027027027027,0.9098,0.0556,0.1628,0.2255102040816326,0.0102,0.2789178082191781,0.3033154081632653,0.6052,Buy low,215,0.25,0.2378,0.3051162790697674,0.0093,2023,0.0719,0.075,0.0796,-0.0009,0.0778,0.1161,1.0,Strong buy
643396,Isiah Kiner-falefa,53,0.2381,0.2432432432432432,0.0238095238095238,0.8889,0.0,0.2,0.2094339622641509,0.0,0.2919047619047619,0.277677897574124,0.3099,Buy low,187,0.3077,0.2744,0.3406417112299465,0.0267,2023,0.0696,0.0744,0.1312,0.0267,0.0682,0.0919,1.0,Strong buy
643446,Jeff Mcneil,113,0.3214,0.2123287671232876,0.0238095238095238,0.9398,0.0769,0.2979,0.3831858407079646,0.0088,0.2677619047619047,0.3445033712600084,-0.1111,Slight sell,312,0.2653,0.2367,0.2826923076923077,0.0064,2023,-0.0561,-0.0611,-0.1005,-0.0024,-0.0387,-0.0301,1.0,Slight sell
645277,Ozzie Albies,111,0.2405,0.2256097560975609,0.1395348837209302,0.8626,0.28,0.25,0.3423423423423423,0.0631,0.3143647058823529,0.403768580916796,0.2899,Buy low,335,0.2554,0.2559,0.351044776119403,0.0507,2023,0.0149,0.0059,0.0087,-0.0123,0.0614,0.0644,1.0,Strong buy
646240,Rafael Devers,123,0.2051,0.3128834355828221,0.1590909090909091,0.8311,0.3448,0.2281,0.3532520325203252,0.0813,0.3425813953488372,0.4127622433750217,0.4673,Buy low,307,0.3069,0.277,0.3684039087947882,0.0489,2023,0.1018,0.0489,0.0152,-0.0324,0.0595,0.1145,1.0,Strong buy
647304,Josh Naylor,96,0.2174,0.2700729927007299,0.0985915492957746,0.9009,0.15,0.2093,0.265625,0.0312,0.3606470588235294,0.3752965838794774,0.4102,Buy low,294,0.3571,0.3274,0.3974489795918367,0.0408,2023,0.1398,0.1181,0.1318,0.0096,0.1097,0.1513,1.0,Strong buy
649557,Aledmys Díaz,93,0.1875,0.2016806722689075,0.0307692307692307,0.9151,0.0909,0.1529,0.2247311827956989,0.0108,0.2850923076923077,0.2849073913436342,0.5581,Buy low,159,0.2857,0.2397,0.2738993710691824,0.0063,2023,0.0982,0.0868,0.0492,-0.0045,0.0602,0.1322,1.0,Strong buy
650333,Luis Arráez,102,0.4524,0.14,0.0352941176470588,0.9725,0.0435,0.4239,0.4524509803921568,0.0098,0.3653452380952381,0.4040374222509516,-0.7664,Sell high,328,0.3816,0.3583,0.3815548780487805,0.0061,2023,-0.0708,-0.0656,-0.0709,-0.0037,-0.0484,-0.0586,1.0,Strong sell
650391,Eloy Jiménez,88,0.2963,0.28,0.125,0.7766,0.1667,0.225,0.3090909090909091,0.0227,0.3035535714285714,0.2971749458874458,0.0173,Neutral,209,0.3425,0.3081,0.3727272727272727,0.0526,2023,0.0462,0.0831,0.0636,0.0299,-0.0119,0.0786,,Neutral
650402,Gleyber Torres,112,0.2533,0.1772151898734177,0.1025641025641025,0.8652,0.1739,0.2447,0.3459821428571428,0.0357,0.3131558441558441,0.385617509469697,0.2277,Buy low,330,0.264,0.2583,0.3207575757575757,0.0364,2023,0.0107,0.0136,-0.0252,0.0006,0.0396,0.0685,0.0,Strong buy
650490,Yandy Díaz,112,0.3194,0.3676470588235294,0.1392405063291139,0.907,0.3182,0.3191,0.4285714285714285,0.0625,0.3779230769230769,0.4744873818791941,-0.1032,Slight sell,279,0.3698,0.3171,0.3840501792114695,0.0251,2023,0.0503,-0.0021,-0.0445,-0.0374,0.0459,0.0588,1.0,Slight sell
650559,Bryan De la cruz,98,0.3621,0.2631578947368421,0.0666666666666666,0.75,0.2,0.2527,0.2943877551020408,0.0204,0.386,0.3114925986115567,-0.3148,Sell high,328,0.3136,0.2691,0.3434451219512195,0.0366,2023,-0.0484,0.0164,0.0491,0.0162,0.0171,0.1333,0.0,Strong sell
650859,Luis Rengifo,84,0.2453,0.1653543307086614,0.0185185185185185,0.8839,0.0714,0.2,0.2946428571428571,0.0119,0.3173703703703703,0.3388985119047619,0.269,Buy low,225,0.2685,0.2438,0.3382222222222222,0.04,2023,0.0232,0.0438,0.0436,0.0281,0.0443,0.1174,1.0,Strong buy
656305,Matt Chapman,114,0.4853,0.380281690140845,0.3333333333333333,0.8516,0.2273,0.38,0.4837719298245614,0.0439,0.4419444444444445,0.5051823017015442,-0.9221,Sell high,324,0.2833,0.2143,0.3179012345679012,0.0278,2023,-0.202,-0.1657,-0.1659,-0.0161,0.0214,0.0619,1.0,Strong sell
656413,Stuart Fairchild,60,0.3,0.1475409836065573,0.0967741935483871,0.7805,0.0909,0.2174,0.3408333333333333,0.0167,0.3051724137931034,0.3302807017543859,-0.0024,Neutral,127,0.3288,0.2432,0.3240157480314961,0.0236,2023,0.0288,0.0259,-0.0168,0.007,-0.0106,0.0878,,Neutral
656582,Connor Joe,93,0.3585,0.2909090909090909,0.1428571428571428,0.8293,0.3077,0.2875,0.4091397849462365,0.043,0.3721607142857143,0.391142835930071,-0.299,Sell high,206,0.3089,0.2228,0.2980582524271845,0.0146,2023,-0.0495,-0.0647,-0.1111,-0.0284,-0.018,0.0847,1.0,Strong sell
656716,Zach Mckinstry,64,0.3415,0.1868131868131868,0.1363636363636363,0.8488,0.1818,0.2712,0.34765625,0.0312,0.3805813953488371,0.3731904885912698,-0.2119,Sell high,277,0.2742,0.2295,0.2967509025270758,0.0181,2023,-0.0673,-0.0417,-0.0509,-0.0132,0.0255,0.1094,1.0,Strong sell
656775,Cedric Mullins,117,0.2933,0.24375,0.05,0.848,0.1111,0.2551,0.3495726495726495,0.0256,0.2956923076923077,0.3326999050332383,0.0305,Neutral,173,0.3063,0.2614,0.3473988439306358,0.0347,2023,0.013,0.0063,-0.0022,0.009,-0.0169,0.0406,,Neutral
656941,Kyle Schwarber,123,0.2381,0.3656716417910448,0.1304347826086956,0.8243,0.3333,0.2039,0.332520325203252,0.0488,0.3169420289855072,0.3646450509947266,0.3035,Buy low,350,0.179,0.1718,0.3267142857142857,0.06,2023,-0.0591,-0.0321,-0.0058,0.0112,0.0321,0.1131,0.0,Strong buy
656976,Pavin Smith,52,0.3333,0.3278688524590163,0.09375,0.8644,0.3333,0.2791,0.3913461538461539,0.0385,0.3265625,0.3824682158119658,-0.1752,Sell high,165,0.1731,0.1631,0.2703030303030303,0.0303,2023,-0.1603,-0.1159,-0.121,-0.0082,-0.0089,0.0475,1.0,Strong sell
657041,Lane Thomas,107,0.3623,0.171875,0.0144927536231884,0.8607,0.0,0.2604,0.305607476635514,0.0,0.2970441176470588,0.2534093457943925,-0.313,Sell high,348,0.3604,0.2954,0.3775862068965517,0.046,2023,-0.002,0.035,0.072,0.046,-0.0522,0.0366,0.0,Strong sell
657077,Alex Verdugo,129,0.3333,0.2754491017964072,0.07,0.9586,0.16,0.3077,0.3790697674418604,0.031,0.36266,0.4019651264305364,-0.1712,Sell high,287,0.2938,0.2539,0.3235191637630661,0.0105,2023,-0.0395,-0.0538,-0.0556,-0.0206,0.0229,0.055,1.0,Strong sell
657136,Connor Wong,65,0.3333,0.2207792207792207,0.0975609756097561,0.8125,0.1111,0.2414,0.3,0.0154,0.3092249999999999,0.3010523379519031,-0.1683,Sell high,205,0.375,0.2474,0.3109756097560975,0.0244,2023,0.0417,0.006,0.011,0.009,0.0011,0.0678,0.0,Strong sell
657656,Ramón Laureano,69,0.3095,0.1652173913043478,0.1136363636363636,0.8319,0.1538,0.2419,0.3471014492753623,0.029,0.3302727272727273,0.3362480438635596,-0.0521,Slight sell,168,0.2959,0.2115,0.2824404761904762,0.0238,2023,-0.0136,-0.0304,-0.0647,-0.0052,-0.0109,0.0883,1.0,Slight sell
657757,Gavin Sheets,54,0.2895,0.275,0.025,0.9155,0.1429,0.2766,0.3351851851851852,0.037,0.286076923076923,0.3441740740740741,0.0478,Neutral,170,0.2087,0.1935,0.2776470588235294,0.0353,2023,-0.0808,-0.083,-0.0575,-0.0017,0.009,0.0095,,Neutral
658668,Edward Olivares,90,0.3438,0.2909090909090909,0.106060606060606,0.9029,0.125,0.2857,0.3644444444444444,0.0222,0.3865151515151515,0.395102237465493,-0.2199,Sell high,184,0.2464,0.2249,0.3035326086956522,0.0217,2023,-0.0974,-0.0609,-0.0609,-0.0005,0.0307,0.1008,1.0,Strong sell
660271,Shohei Ohtani,124,0.3247,0.3035714285714285,0.1428571428571428,0.8218,0.3182,0.2909,0.3951612903225806,0.0565,0.3843253012048193,0.4231336888574792,-0.13,Sell high,348,0.3256,0.2963,0.4682471264367815,0.092,2023,0.0009,0.0054,0.0731,0.0355,0.028,0.0934,0.0,Strong sell
660670,Ronald Acuña,125,0.3953,0.3481012658227848,0.1444444444444444,0.8117,0.2222,0.3486,0.4483999999999999,0.032,0.4094222222222222,0.4562190395282878,-0.4783,Sell high,352,0.3213,0.3247,0.4268465909090909,0.0568,2023,-0.0741,-0.0239,-0.0216,0.0248,0.0078,0.0608,1.0,Strong sell
660688,Keibert Ruiz,99,0.2875,0.25,0.048780487804878,0.9612,0.0952,0.2809,0.3434343434343434,0.0202,0.3185,0.3647940689533028,0.0592,Slight buy,262,0.2227,0.2286,0.2870229007633588,0.0344,2023,-0.0648,-0.0523,-0.0564,0.0141,0.0214,0.0376,0.0,Slight buy
660821,Jesús Sánchez,52,0.36,0.25,0.0769230769230769,0.6842,0.3333,0.2273,0.3221153846153846,0.0192,0.3923076923076923,0.3226769230769231,-0.3092,Sell high,187,0.3083,0.2614,0.3516042780748663,0.0481,2023,-0.0517,0.0341,0.0295,0.0289,0.0006,0.165,0.0,Strong sell
661388,William Contreras,89,0.3607,0.3009708737864077,0.081967213114754,0.8318,0.0909,0.2949,0.351123595505618,0.0112,0.3429999999999999,0.3487768622893401,-0.3028,Sell high,275,0.3152,0.2742,0.3627272727272727,0.0364,2023,-0.0454,-0.0207,0.0116,0.0251,-0.0023,0.0481,0.0,Strong sell
662139,Daulton Varsho,113,0.2464,0.1607142857142857,0.056338028169014,0.8678,0.125,0.1939,0.2778761061946903,0.0177,0.2787285714285714,0.297573316912972,0.2626,Buy low,287,0.2593,0.2226,0.2912891986062718,0.0348,2023,0.0129,0.0288,0.0134,0.0171,0.0197,0.0849,1.0,Strong buy
663457,Lars Nootbaar,65,0.3125,0.2631578947368421,0.088235294117647,0.8028,0.6667,0.2308,0.3715384615384615,0.0308,0.3369705882352941,0.3607857142857142,-0.0855,Slight sell,262,0.3293,0.28,0.3549618320610687,0.0305,2023,0.0168,0.0492,-0.0166,-0.0002,-0.0108,0.1062,1.0,Slight sell
663538,Nico Hoerner,128,0.3491,0.25,0.0277777777777777,0.9583,0.0952,0.3277,0.375390625,0.0156,0.357196261682243,0.3670851206140351,-0.2491,Sell high,323,0.2834,0.2542,0.3212074303405572,0.0155,2023,-0.0657,-0.0735,-0.0542,-0.0001,-0.0083,0.0295,1.0,Strong sell
663586,Austin Riley,117,0.3279,0.2361111111111111,0.0769230769230769,0.8394,0.3846,0.2525,0.347008547008547,0.0427,0.3767936507936508,0.3563580993080993,-0.1525,Sell high,341,0.3026,0.2794,0.3664222873900293,0.0557,2023,-0.0252,0.0268,0.0194,0.013,0.0093,0.1243,0.0,Strong sell
663624,Ryan Mountcastle,125,0.2584,0.2842105263157894,0.1489361702127659,0.8675,0.2222,0.2437,0.3008,0.048,0.3882826086956522,0.4049843497633268,0.2043,Buy low,180,0.292,0.2454,0.3286111111111111,0.0389,2023,0.0336,0.0017,0.0278,-0.0091,0.1042,0.1446,1.0,Strong buy
663647,Ke'bryan Hayes,119,0.2526,0.2901234567901234,0.0631578947368421,0.9624,0.0417,0.2315,0.2924369747899159,0.0084,0.3255851063829787,0.3493920711536313,0.2371,Buy low,188,0.3411,0.2637,0.3111702127659574,0.0213,2023,0.0885,0.0323,0.0187,0.0129,0.057,0.0941,1.0,Strong buy
663656,Kyle Tucker,119,0.2987,0.2654320987654321,0.0987654320987654,0.8896,0.2381,0.2828,0.3836134453781512,0.042,0.3985569620253165,0.4631486496202759,0.0001,Neutral,327,0.3136,0.3021,0.3854740061162079,0.0398,2023,0.0149,0.0193,0.0019,-0.0023,0.0795,0.1157,,Neutral
663697,Jonathan India,122,0.3333,0.2875,0.0357142857142857,0.8867,0.0588,0.2871,0.3549180327868852,0.0082,0.3311951219512195,0.3570722685875144,-0.1672,Sell high,331,0.2701,0.2389,0.3262839879154078,0.0393,2023,-0.0632,-0.0482,-0.0286,0.0311,0.0022,0.0441,1.0,Strong sell
663728,Cal Raleigh,96,0.3,0.2408759124087591,0.1666666666666666,0.7868,0.3333,0.2299,0.3494791666666666,0.0521,0.3751666666666666,0.3799407146583203,-0.0077,Neutral,250,0.268,0.2301,0.3253999999999999,0.044,2023,-0.032,0.0002,-0.0241,-0.0081,0.0305,0.1453,,Neutral
663743,Nick Fortes,55,0.2571,0.2456140350877192,0.0555555555555555,0.8148,0.1429,0.2,0.2472727272727272,0.0182,0.2567777777777777,0.2528818181818182,0.2107,Buy low,174,0.2519,0.2209,0.260919540229885,0.0172,2023,-0.0052,0.0209,0.0136,-0.0009,0.0056,0.0568,1.0,Strong buy
663757,Trent Grisham,114,0.25,0.2605633802816901,0.1875,0.7834,0.1667,0.1979,0.3236842105263158,0.0351,0.3200624999999999,0.3640776822807395,0.2501,Buy low,277,0.2792,0.2119,0.3214801444043321,0.0253,2023,0.0292,0.0139,-0.0022,-0.0098,0.0404,0.1221,0.0,Strong buy
663837,Matt Vierling,88,0.3929,0.2137404580152671,0.0175438596491228,0.9298,0.0556,0.284,0.3374999999999999,0.0114,0.3919122807017544,0.3183602543290043,-0.4675,Sell high,229,0.2882,0.2632,0.3301310043668122,0.0262,2023,-0.1046,-0.0208,-0.0074,0.0148,-0.0191,0.108,1.0,Strong sell
