batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA,xwOBA_gap,team,park_factor,career_babip,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,park_adj_hrfb_expected,oaa_babip_adj,xwoba_3yr,wrc_plus_3yr,quality_tier,luck_score,platoon_modifier,career_pa,birth_year,age,seasonal_pattern,amplification_cap_applied,verdict,this_is_real,tier_sell,age_flag
596019,Francisco Lindor,100,0.271,0.444,0.097,0.139,91.00277777777778,0.86,0.111,0.486,0.29,0.389,0.25,0.08,0.19,0.421,0.304,0.336,0.032,NYM,0.95,0.3162,0.3162,33,0.3067,0.2902,0.1377,-0.0012350230414746545,0.35709250474383303,107.7,Above Avg (100-119),0.1071,,6927.0,1993,33,Summer performer (amplified),False,Slight buy,,,
686217,Sal Frelick,82,0.233,0.217,0.0,0.0,83.71333333333334,0.948,0.0,0.433,0.216,0.533,0.183,0.098,0.146,0.667,0.27,0.255,-0.015,MIL,1.0,0.32,0.32,26,0.32,0.3119,0.145,0.0018518518518518517,0.2925816554809843,92.9,Below Avg (85-94),0.1049,Platoon-driven (dampened),1398.0,2000,26,,False,Neutral,,,
650402,Gleyber Torres,104,0.299,0.235,0.059,0.103,83.08676470588235,0.841,0.053,0.103,0.166,0.471,0.279,0.163,0.173,0.944,0.32,0.352,0.032,DET,1.0,0.3112,0.3112,30,0.3112,0.3087,0.145,-0.002537931034482759,0.3464173027989822,110.0,Above Avg (100-119),0.1036,Anti-platoon luck (amplified),4371.0,1996,30,V-shape seasonal (strong buy),False,Slight buy,,,
660162,Yoán Moncada,80,0.229,0.459,0.081,0.162,90.95675675675676,0.843,0.176,0.395,0.19,0.368,0.447,0.162,0.338,0.481,0.305,0.326,0.021,LAA,1.0,0.2835,0.2835,31,0.2835,0.2813,0.145,-0.002188034188034188,0.31882923299565846,101.2,Above Avg (100-119),0.1035,Platoon-driven (dampened),3489.0,1995,31,,False,Slight buy,,,
656775,Cedric Mullins,80,0.189,0.345,0.036,0.127,85.75818181818181,0.825,0.105,0.364,0.292,0.286,0.339,0.038,0.225,0.167,0.246,0.242,-0.004,TB,0.94,0.2878,0.2878,32,0.2792,0.2673,0.1363,-0.003057324840764331,0.2889428374655647,86.2,Below Avg (85-94),0.1034,,3273.0,1994,32,Summer performer (amplified),False,Neutral,,,
679529,Spencer Torkelson,85,0.267,0.478,0.109,0.196,90.13695652173914,0.822,0.062,0.478,0.167,0.326,0.348,0.165,0.282,0.583,0.286,0.345,0.059,DET,1.0,0.2767,0.2767,27,0.2767,0.2816,0.145,-0.003136842105263158,0.3289171528588098,104.4,Above Avg (100-119),0.103,Platoon-driven (dampened),2177.0,1999,27,Summer performer (amplified),False,Slight buy,,,
641343,Jake Bauers,78,0.226,0.544,0.088,0.175,92.89824561403508,0.854,0.25,0.456,0.203,0.439,0.281,0.09,0.179,0.5,0.305,0.385,0.08,MIL,1.0,0.2598,0.2598,31,0.2598,0.261,0.145,0.001245674740484429,0.32773444976076554,104.0,Above Avg (100-119),0.1024,Platoon-driven (dampened),2012.0,1995,31,Fader conflict (dampened),False,Slight buy,,,
682829,Elly De la cruz,108,0.305,0.585,0.169,0.2,95.49076923076925,0.821,0.4,0.433,0.242,0.478,0.299,0.093,0.287,0.323,0.388,0.419,0.031,CIN,1.08,0.3057,0.3057,24,0.3057,0.3311,0.1566,0.0008808988764044944,0.3210718990120746,110.1,Above Avg (100-119),0.0995,Anti-platoon luck (amplified),1895.0,2002,24,,False,Slight buy,Confirmed,,
672695,Geraldo Perdomo,86,0.27,0.242,0.016,0.081,84.53709677419356,0.935,0.0,0.571,0.209,0.554,0.185,0.14,0.105,1.333,0.309,0.294,-0.015,AZ,1.0,0.3052,0.3052,27,0.3052,0.2962,0.145,0.0009972299168975068,0.3149039301310044,100.0,Above Avg (100-119),0.0982,Anti-platoon luck (amplified),2209.0,1999,27,,False,Neutral,,,
592206,Nick Castellanos,50,0.212,0.364,0.061,0.182,87.8030303030303,0.803,0.0,0.606,0.441,0.303,0.303,0.06,0.28,0.214,0.201,0.28,0.079,SD,1.0,0.3097,0.3097,34,0.3004,0.3131,0.145,0.004691099476439791,0.3210125065138093,101.9,Above Avg (100-119),0.0975,,6988.0,1992,34,,False,Slight buy,,,
691723,Coby Mayo,66,0.205,0.366,0.049,0.122,86.79268292682927,0.833,0.167,0.425,0.304,0.439,0.293,0.106,0.273,0.389,0.255,0.301,0.046,BAL,1.0,,0.3,25,0.3,0.2998,0.145,-0.00015810276679841898,0.27993529411764706,88.9,Below Avg (85-94),0.0971,,384.0,2001,25,,False,Slight buy,,,
671739,Michael Harris,86,0.3,0.585,0.185,0.215,94.81846153846152,0.916,0.429,0.446,0.391,0.515,0.212,0.058,0.174,0.333,0.377,0.483,0.106,ATL,1.0,0.3234,0.3234,25,0.3234,0.3146,0.145,0.0011786833855799374,0.33722363636363634,107.1,Above Avg (100-119),0.0956,Platoon-driven (dampened),2148.0,2001,25,,False,Slight buy,Confirmed,,
683083,Nasim Nuñez,80,0.241,0.204,0.0,0.056,81.31296296296296,0.829,0.0,0.333,0.314,0.5,0.214,0.1,0.2,0.5,0.237,0.257,0.02,WSH,1.0,,0.3,26,0.3,0.2965,0.145,-0.003513353115727003,0.28407058823529413,90.2,Below Avg (85-94),0.0953,Anti-platoon luck (amplified),224.0,2000,26,,False,Slight buy,,,
681715,Heriberto Hernandez,66,0.233,0.419,0.047,0.186,89.78604651162792,0.789,0.0,0.372,0.161,0.512,0.256,0.136,0.197,0.692,0.28,0.303,0.023,MIA,0.95,,0.3,27,0.3,0.2756,0.1377,0.0006180257510729614,0.334,100.7,Above Avg (100-119),0.0953,,344.0,1999,27,,False,Slight buy,,,
701358,Cam Smith,99,0.29,0.469,0.156,0.172,89.89375,0.863,0.158,0.277,0.312,0.415,0.292,0.101,0.222,0.455,0.327,0.379,0.052,HOU,1.0,,0.3,23,0.3,0.3033,0.145,0.00326491646778043,0.304,96.5,Average (95-99),0.0947,Anti-platoon luck (amplified),561.0,2003,23,,False,Slight buy,,,
543807,George Springer,62,0.211,0.425,0.1,0.175,88.925,0.897,0.167,0.45,0.244,0.4,0.3,0.129,0.226,0.571,0.323,0.318,-0.005,TOR,1.0,0.3122,0.3122,37,0.2841,0.2883,0.145,0.004207171314741036,0.3513988316516198,111.6,Above Avg (100-119),0.0943,,6437.0,1989,37,Slow starter (amplified),False,Neutral,,,
621439,Byron Buxton,96,0.268,0.459,0.164,0.164,87.47213114754099,0.825,0.208,0.41,0.342,0.246,0.393,0.073,0.281,0.259,0.314,0.334,0.02,MIN,1.0,0.298,0.298,33,0.2891,0.2969,0.145,-0.00022988505747126436,0.34228034455755674,108.7,Above Avg (100-119),0.0917,Anti-platoon luck (amplified),3484.0,1993,33,,False,Slight buy,,,
666160,Mickey Moniak,67,0.279,0.367,0.122,0.204,89.86122448979592,0.923,0.316,0.531,0.398,0.327,0.388,0.045,0.224,0.2,0.398,0.362,-0.036,COL,1.18,0.2986,0.2986,28,0.2986,0.3577,0.1711,-0.0025826771653543307,0.3112029950083195,116.6,Above Avg (100-119),0.0865,,1405.0,1998,28,,False,Neutral,Confirmed,,
571448,Nolan Arenado,77,0.255,0.254,0.085,0.119,84.08474576271186,0.835,0.267,0.305,0.335,0.322,0.254,0.026,0.208,0.125,0.29,0.328,0.038,AZ,1.0,0.3192,0.3192,35,0.3,0.3089,0.145,0.0009066666666666667,0.3040457516339869,96.5,Average (95-99),0.0864,,7571.0,1991,35,,False,Slight buy,,,
669257,Will Smith,81,0.298,0.345,0.086,0.155,88.94827586206897,0.908,0.048,0.293,0.184,0.328,0.362,0.111,0.173,0.643,0.307,0.323,0.016,LAD,1.0,0.314,0.314,31,0.314,0.3228,0.145,0.0008065395095367847,0.353348109517601,112.2,Above Avg (100-119),0.0861,,3001.0,1995,31,,False,Slight buy,,,
664983,Jake Mccarthy,53,0.257,0.286,0.057,0.229,82.69428571428573,0.815,0.0,0.286,0.3,0.5,0.158,0.075,0.189,0.4,0.297,0.289,-0.008,COL,1.18,0.3118,0.3118,29,0.3118,0.3645,0.1711,-0.0033777777777777777,0.30219825072886297,113.2,Above Avg (100-119),0.085,,1489.0,1997,29,Slow starter (amplified) + fader conflict,False,Neutral,,,
641857,Ryan Mcmahon,54,0.154,0.593,0.111,0.074,92.28148148148148,0.839,0.1,0.444,0.267,0.519,0.37,0.167,0.333,0.5,0.237,0.299,0.062,NYY,1.0,0.2863,0.2863,32,0.2777,0.2706,0.145,0.002921739130434783,0.3277852529601723,104.1,Above Avg (100-119),0.0848,,4054.0,1994,32,Fader conflict (dampened),False,Slight buy,,,
605137,Josh Bell,92,0.286,0.439,0.091,0.182,88.61060606060606,0.835,0.15,0.47,0.247,0.318,0.303,0.109,0.163,0.667,0.344,0.376,0.032,MIN,1.0,0.3004,0.3004,34,0.2914,0.299,0.145,-0.00043304843304843306,0.33720136908157444,107.0,Above Avg (100-119),0.0833,Anti-platoon luck (amplified),5227.0,1992,34,Summer performer (amplified),False,Slight buy,,,
677951,Bobby Witt,110,0.355,0.547,0.12,0.267,92.46,0.855,0.0,0.316,0.328,0.342,0.184,0.118,0.191,0.619,0.329,0.39,0.061,KC,1.0,0.3406,0.3406,26,0.3406,0.3497,0.145,0.0011455399061032863,0.38024401913875594,120.7,Elite (120-129),0.083,Platoon-driven (dampened),2793.0,2000,26,V-shape seasonal (strong buy) + fader conflict,False,Slight buy,,,
666310,Bo Naylor,54,0.167,0.459,0.108,0.189,90.57837837837836,0.935,0.077,0.459,0.211,0.351,0.351,0.093,0.222,0.417,0.208,0.347,0.139,CLE,1.0,0.2566,0.2566,26,0.2566,0.2546,0.145,-0.002024896265560166,0.28530977734753143,90.6,Below Avg (85-94),0.0829,,1078.0,2000,26,,False,Slight buy,,,
667670,Brent Rooker,49,0.167,0.423,0.192,0.192,89.04230769230769,0.755,0.222,0.462,0.302,0.462,0.346,0.122,0.347,0.353,0.278,0.317,0.039,ATH,0.96,0.318,0.318,32,0.3085,0.2915,0.1392,-0.0047030303030303035,0.35844208809135397,109.2,Above Avg (100-119),0.081,,2158.0,1994,32,,False,Slight buy,,,
608324,Alex Bregman,107,0.291,0.45,0.075,0.15,90.41125,0.896,0.105,0.42,0.167,0.444,0.235,0.103,0.14,0.733,0.336,0.346,0.01,CHC,1.0,0.3128,0.3128,32,0.3034,0.3055,0.145,0.0020503432494279176,0.33914570966001073,107.7,Above Avg (100-119),0.0802,,5402.0,1994,32,Summer performer (amplified),False,Neutral,,,
665862,Jazz Chisholm,87,0.26,0.306,0.041,0.041,85.57755102040817,0.789,0.0,0.46,0.289,0.42,0.26,0.103,0.322,0.321,0.227,0.198,-0.029,NYY,1.0,0.3005,0.3005,28,0.3005,0.3038,0.145,0.0033240997229916896,0.3245368078175896,103.0,Above Avg (100-119),0.0795,Platoon-driven (dampened),2410.0,1998,28,Slow starter (amplified),False,Neutral,,,
673357,Luis Robert,85,0.25,0.466,0.034,0.103,91.39310344827588,0.891,0.133,0.293,0.297,0.483,0.259,0.129,0.188,0.688,0.305,0.336,0.031,NYM,0.95,0.3013,0.3013,29,0.3013,0.2852,0.1377,-0.0009529780564263323,0.3205313576843556,96.7,Average (95-99),0.0778,Platoon-driven (dampened),2437.0,1997,29,Fader conflict (dampened),False,Slight buy,,,
694377,Nick Yorke,71,0.265,0.52,0.06,0.1,90.764,0.942,0.067,0.26,0.257,0.54,0.3,0.099,0.169,0.583,0.309,0.347,0.038,PIT,1.0,,0.3,24,0.3,0.2917,0.145,0.0017313432835820897,0.30194736842105263,95.9,Average (95-99),0.0759,,161.0,2002,24,,False,Slight buy,,,
593871,Jorge Polanco,56,0.19,0.326,0.023,0.14,87.93023255813954,0.902,0.1,0.535,0.342,0.372,0.233,0.054,0.179,0.3,0.221,0.28,0.059,NYM,0.95,0.2935,0.2935,33,0.2847,0.2696,0.1377,-0.0008932038834951456,0.3332125748502994,100.5,Above Avg (100-119),0.0749,Platoon-driven (dampened),4579.0,1993,33,,False,Slight buy,,,
682668,Luisangel Acuña,66,0.216,0.392,0.039,0.059,88.91764705882353,0.88,0.0,0.294,0.34,0.615,0.231,0.045,0.152,0.3,0.201,0.249,0.048,CWS,1.0,,0.3,24,0.3,0.2888,0.145,-0.0012032520325203251,0.2771802575107296,88.0,Below Avg (85-94),0.0745,Anti-platoon luck (amplified),283.0,2002,24,,False,Slight buy,,,
642708,Amed Rosario,55,0.231,0.419,0.14,0.186,90.87906976744186,0.866,0.333,0.341,0.406,0.442,0.279,0.073,0.145,0.5,0.363,0.429,0.066,NYY,1.0,0.3255,0.3255,31,0.3255,0.3279,0.145,0.0024385026737967917,0.3033780036968577,96.3,Average (95-99),0.071,,3933.0,1995,31,V-shape seasonal (strong buy) + fader conflict,False,Slight buy,,,
678554,Curtis Mead,54,0.184,0.439,0.098,0.098,88.49756097560976,0.955,0.3,0.537,0.283,0.488,0.244,0.093,0.148,0.625,0.329,0.37,0.041,WSH,1.0,,0.3,26,0.3,0.2965,0.145,-0.0034690265486725666,0.2844672131147541,90.3,Below Avg (85-94),0.0701,,519.0,2000,26,,False,Slight buy,,,
700337,Edgar Quero,64,0.22,0.3,0.0,0.05,90.0275,0.873,0.0,0.366,0.264,0.548,0.262,0.125,0.203,0.615,0.248,0.267,0.019,CWS,1.0,,0.3,23,0.3,0.2894,0.145,-0.0005914396887159533,0.29,92.1,Below Avg (85-94),0.07,Anti-platoon luck (amplified),445.0,2003,23,,False,Slight buy,,,
686797,Brooks Lee,75,0.231,0.345,0.036,0.091,86.8509090909091,0.872,0.214,0.4,0.346,0.436,0.255,0.067,0.187,0.357,0.285,0.288,0.003,MIN,1.0,0.282,0.282,25,0.282,0.2811,0.145,-0.0008590604026845638,0.2871811797752809,91.2,Below Avg (85-94),0.07,Anti-platoon luck (amplified),761.0,2001,25,,False,Neutral,,,
669357,Nolan Gorman,84,0.255,0.38,0.04,0.1,86.652,0.809,0.167,0.5,0.311,0.32,0.36,0.107,0.298,0.36,0.276,0.285,0.009,STL,1.0,0.268,0.268,26,0.268,0.2763,0.145,0.00030939226519337016,0.3199305993690851,101.6,Above Avg (100-119),0.0693,,1638.0,2000,26,,False,Neutral,,,
624413,Pete Alonso,106,0.279,0.531,0.078,0.188,94.1234375,0.839,0.15,0.281,0.249,0.422,0.312,0.132,0.255,0.519,0.32,0.341,0.021,BAL,1.0,0.3012,0.3012,32,0.2922,0.2918,0.145,-0.0003559718969555035,0.3667560620756547,116.4,Above Avg (100-119),0.066,Anti-platoon luck (amplified),4387.0,1994,32,,False,Slight buy,,,
543760,Marcus Semien,89,0.262,0.344,0.082,0.164,86.32131147540984,0.852,0.043,0.403,0.269,0.286,0.365,0.079,0.202,0.389,0.271,0.316,0.045,NYM,0.95,0.2994,0.2994,36,0.2814,0.2733,0.1377,-0.0019880239520958087,0.3251007481296758,98.0,Average (95-99),0.0645,Platoon-driven (dampened),7140.0,1990,36,Summer performer (amplified),False,Neutral,,,
702284,Cole Young,99,0.292,0.358,0.06,0.134,86.85671641791045,0.793,0.118,0.507,0.281,0.343,0.254,0.111,0.202,0.55,0.312,0.344,0.032,SEA,1.0,,0.3,23,0.3,0.3057,0.145,-0.0023111111111111114,0.297,94.3,Below Avg (85-94),0.0634,Anti-platoon luck (amplified),323.0,2003,23,,False,Neutral,,,
687637,Dylan Beavers,70,0.283,0.383,0.043,0.128,87.54468085106383,0.857,0.1,0.404,0.236,0.489,0.213,0.1,0.229,0.438,0.294,0.308,0.014,BAL,1.0,,0.3,25,0.3,0.2993,0.145,-0.0006508474576271187,0.344,109.2,Above Avg (100-119),0.0622,,183.0,2001,25,,False,Neutral,,,
691785,Marcelo Mayer,63,0.195,0.366,0.073,0.098,86.92926829268292,0.878,0.071,0.31,0.252,0.452,0.333,0.095,0.206,0.462,0.252,0.288,0.036,BOS,1.0,,0.3,24,0.3,0.2964,0.145,-0.0036333333333333335,0.267,84.8,Poor (<85),0.061,,186.0,2002,24,,False,Neutral,,,
672580,Maikel García,110,0.312,0.443,0.089,0.177,89.24303797468355,0.931,0.105,0.367,0.197,0.43,0.241,0.1,0.182,0.55,0.322,0.356,0.034,KC,1.0,0.3128,0.3128,26,0.3128,0.3141,0.145,0.0012807424593967518,0.3203320420586608,101.7,Above Avg (100-119),0.0609,Platoon-driven (dampened),1902.0,2000,26,,False,Neutral,,,
672275,Patrick Bailey,60,0.186,0.429,0.048,0.119,90.04523809523809,0.892,0.1,0.455,0.265,0.523,0.227,0.083,0.183,0.455,0.212,0.296,0.084,SF,0.91,0.2796,0.2796,27,0.2796,0.2464,0.1319,0.001974468085106383,0.29826017557861134,86.2,Below Avg (85-94),0.0608,,1298.0,1999,27,Fader conflict (dampened),False,Neutral,,,
682877,Juan Brito,48,0.241,0.276,0.034,0.138,82.4793103448276,0.828,0.0,0.483,0.378,0.448,0.172,0.062,0.312,0.2,0.211,0.244,0.033,CLE,1.0,,0.3,25,0.3,0.2981,0.145,-0.0018522167487684729,,100.0,Above Avg (100-119),0.0589,Platoon-driven (dampened),24.0,2001,25,,False,Neutral,,,
665561,Rafael Marchán,36,0.08,0.269,0.038,0.0,88.19999999999999,0.907,0.083,0.385,0.316,0.192,0.462,0.0,0.25,0.0,0.125,0.183,0.058,PHI,1.06,,0.3,27,0.3,0.3271,0.1537,0.0010992366412213741,0.301551724137931,101.5,Above Avg (100-119),0.0548,,259.0,1999,27,,False,Neutral,,,
664056,Harrison Bader,52,0.147,0.4,0.086,0.114,87.60285714285715,0.81,0.143,0.457,0.387,0.6,0.2,0.038,0.288,0.133,0.159,0.28,0.121,SF,0.91,0.2994,0.2994,32,0.2904,0.2556,0.1319,0.0012653061224489797,0.2952667706708268,85.3,Below Avg (85-94),0.0535,,3101.0,1994,32,Fader conflict (dampened),False,Neutral,,,
596142,Gary Sánchez,65,0.194,0.417,0.194,0.167,90.625,0.841,0.625,0.5,0.196,0.444,0.222,0.2,0.231,0.867,0.404,0.434,0.03,MIL,1.0,0.2641,0.2641,34,0.2562,0.2546,0.145,-0.0016395759717314489,0.326125,103.5,Above Avg (100-119),0.0533,Platoon-driven (dampened),3341.0,1992,34,,False,Neutral,Confirmed,,
665487,Fernando Tatís,99,0.344,0.672,0.148,0.262,94.11311475409836,0.887,0.0,0.246,0.28,0.468,0.194,0.111,0.253,0.44,0.292,0.363,0.071,SD,1.0,0.316,0.316,27,0.316,0.3201,0.145,0.004053908355795148,0.3728061224489796,118.4,Above Avg (100-119),0.0527,,3012.0,1999,27,,False,Neutral,,,
669016,Brandon Marsh,76,0.309,0.474,0.053,0.158,90.86315789473684,0.904,0.125,0.333,0.39,0.456,0.281,0.039,0.211,0.188,0.303,0.327,0.024,PHI,1.06,0.3127,0.3127,29,0.3127,0.3321,0.1537,0.0005735849056603773,0.3262097596504006,109.8,Above Avg (100-119),0.052,Platoon-driven (dampened),2155.0,1997,29,,False,Neutral,,,
694671,Wyatt Langford,80,0.31,0.373,0.051,0.119,90.63050847457627,0.84,0.077,0.237,0.294,0.441,0.22,0.05,0.212,0.235,0.293,0.306,0.013,TEX,1.05,0.2974,0.2974,25,0.2974,0.3156,0.1522,0.0033333333333333335,0.3390991150442478,113.0,Above Avg (100-119),0.0479,Anti-platoon luck (amplified),1184.0,2001,25,,False,Neutral,,,
805779,Jacob Wilson,105,0.303,0.344,0.022,0.089,84.37777777777778,0.924,0.105,0.286,0.451,0.505,0.209,0.01,0.124,0.077,0.301,0.3,-0.001,ATH,0.96,0.3514,0.3514,24,0.3514,0.326,0.1392,-0.0013217391304347827,0.3018610223642172,92.0,Below Avg (85-94),0.0476,,690.0,2002,24,,False,Neutral,,,
804606,Konnor Griffin,69,0.279,0.279,0.093,0.093,84.41162790697673,0.853,0.0,0.442,0.407,0.535,0.233,0.058,0.29,0.2,0.264,0.253,-0.011,PIT,1.0,,0.3,20,0.3,0.2927,0.145,0.0026867924528301886,,100.0,Above Avg (100-119),0.0471,Anti-platoon luck (amplified),39.0,2006,20,,False,Neutral,,,
677950,Alek Thomas,62,0.227,0.465,0.047,0.209,90.56976744186046,0.938,0.0,0.455,0.472,0.511,0.2,0.032,0.226,0.143,0.236,0.268,0.032,AZ,1.0,0.2832,0.2832,26,0.2832,0.2737,0.145,0.0004729064039408867,0.2956416837782341,93.9,Below Avg (85-94),0.0458,,1438.0,2000,26,Fader conflict (dampened),False,Neutral,,,
656555,Rhys Hoskins,65,0.242,0.412,0.088,0.147,89.22941176470589,0.756,0.091,0.5,0.235,0.265,0.324,0.169,0.308,0.55,0.282,0.296,0.014,CLE,1.0,0.2835,0.2835,33,0.275,0.2815,0.145,-0.0015364238410596027,0.309105325443787,98.1,Average (95-99),0.0449,Anti-platoon luck (amplified),3772.0,1993,33,,False,Neutral,,,
687363,Victor Scott,68,0.231,0.211,0.0,0.053,81.71315789473684,0.831,0.0,0.462,0.235,0.682,0.068,0.074,0.279,0.263,0.211,0.247,0.036,STL,1.0,0.2564,0.2564,25,0.2564,0.2473,0.145,0.0008816326530612245,0.2779708737864078,88.2,Below Avg (85-94),0.0447,Anti-platoon luck (amplified),668.0,2001,25,,False,Neutral,,,
602104,Ramón Urías,51,0.188,0.382,0.118,0.147,90.4529411764706,0.857,0.2,0.294,0.267,0.412,0.294,0.098,0.196,0.5,0.319,0.319,0.0,STL,1.0,0.3013,0.3013,32,0.2923,0.2943,0.145,0.0020476190476190477,0.2977077205882353,94.5,Below Avg (85-94),0.0424,Platoon-driven (dampened),1890.0,1994,32,,False,Neutral,,,
672820,Lenyn Sosa,51,0.286,0.381,0.048,0.119,89.89285714285714,0.895,0.0,0.405,0.485,0.302,0.279,0.0,0.157,0.0,0.25,0.283,0.033,CWS,1.0,0.3005,0.3005,26,0.3005,0.3066,0.145,-0.001925133689839572,0.3185662983425414,101.1,Above Avg (100-119),0.0421,Platoon-driven (dampened),1155.0,2000,26,,False,Neutral,,,
671277,Luis García,81,0.297,0.422,0.062,0.094,90.753125,0.948,0.083,0.385,0.403,0.508,0.185,0.049,0.148,0.333,0.319,0.311,-0.008,WSH,1.0,0.3183,0.3183,26,0.3183,0.3056,0.145,-0.0026574394463667822,0.3282109375,104.2,Above Avg (100-119),0.042,,2354.0,2000,26,V-shape seasonal (strong buy),False,Neutral,,,
657041,Lane Thomas,54,0.25,0.361,0.0,0.083,85.33888888888889,0.853,0.0,0.306,0.237,0.194,0.333,0.167,0.167,1.0,0.273,0.306,0.033,KC,1.0,0.2944,0.2944,31,0.2944,0.3031,0.145,0.0006545454545454546,0.3078934911242603,97.7,Average (95-99),0.0413,Platoon-driven (dampened),2277.0,1995,31,Slow starter (amplified) + fader conflict,False,Neutral,,,
518692,Freddie Freeman,92,0.329,0.521,0.164,0.233,92.44657534246576,0.869,0.12,0.384,0.302,0.384,0.342,0.087,0.109,0.8,0.393,0.448,0.055,LAD,1.0,0.3598,0.3598,37,0.3274,0.3276,0.145,0.00020571428571428574,0.3765674185463659,119.5,Above Avg (100-119),0.0413,Platoon-driven (dampened),9434.0,1989,37,Fader conflict (dampened),False,Neutral,Confirmed,,
672761,Wenceel Pérez,34,0.037,0.5,0.107,0.143,91.75357142857142,1.0,0.111,0.5,0.213,0.393,0.321,0.059,0.118,0.5,0.126,0.354,0.228,DET,1.0,0.2929,0.2929,27,0.2929,0.2893,0.145,-0.0036491228070175442,0.3021101485148515,95.9,Average (95-99),0.041,,824.0,1999,27,,False,Neutral,,,
660844,Leo Rivas,69,0.243,0.108,0.0,0.027,86.1,0.882,0.0,0.405,0.211,0.405,0.27,0.13,0.319,0.409,0.234,0.233,-0.001,SEA,1.0,,0.3,29,0.3,0.2988,0.145,-0.001238390092879257,0.29498477157360403,93.6,Below Avg (85-94),0.0402,Platoon-driven (dampened),244.0,1997,29,,False,Neutral,,,
664770,Nathan Lukes,55,0.267,0.356,0.0,0.133,86.67333333333333,0.878,0.0,0.378,0.444,0.467,0.222,0.018,0.127,0.143,0.27,0.278,0.008,TOR,1.0,0.3134,0.3134,32,0.304,0.3071,0.145,0.0030769230769230774,0.3152267857142857,100.1,Above Avg (100-119),0.0396,,589.0,1994,32,,False,Neutral,,,
666969,Adolis García,93,0.291,0.474,0.105,0.228,92.5859649122807,0.847,0.143,0.351,0.301,0.368,0.246,0.097,0.269,0.36,0.305,0.331,0.026,PHI,1.06,0.2867,0.2867,33,0.2781,0.2951,0.1537,0.0002680412371134021,0.3269829295154185,110.0,Above Avg (100-119),0.0386,,3185.0,1993,33,,False,Neutral,,,
694374,Tim Tawa,40,0.143,0.333,0.037,0.111,87.14444444444445,0.855,0.0,0.321,0.293,0.552,0.172,0.125,0.15,0.833,0.222,0.286,0.064,AZ,1.0,,0.3,27,0.3,0.2897,0.145,-0.0002711864406779661,0.29,92.1,Below Avg (85-94),0.0383,Platoon-driven (dampened),260.0,1999,27,,False,Neutral,,,
686527,Dominic Canzone,56,0.289,0.436,0.154,0.231,93.8974358974359,0.852,0.062,0.282,0.345,0.179,0.41,0.071,0.214,0.333,0.312,0.379,0.067,SEA,1.0,0.2973,0.2973,29,0.2973,0.3026,0.145,-0.0026926829268292683,0.34405007824726136,109.2,Above Avg (100-119),0.0378,,677.0,1997,29,,False,Neutral,,,
514888,José Altuve,109,0.31,0.397,0.082,0.164,85.87945205479451,0.866,0.231,0.5,0.301,0.473,0.176,0.128,0.193,0.667,0.351,0.354,0.003,HOU,1.0,0.3405,0.3405,36,0.3201,0.3228,0.145,0.00272,0.3149358533791523,100.0,Above Avg (100-119),0.0351,,8770.0,1990,36,,False,Neutral,,,
677587,Brayan Rocchio,87,0.254,0.292,0.031,0.062,85.47384615384615,0.857,0.231,0.379,0.298,0.448,0.194,0.115,0.103,1.111,0.344,0.355,0.011,CLE,1.0,0.2714,0.2714,25,0.2714,0.2694,0.145,-0.002005509641873278,0.2789297475301866,88.5,Below Avg (85-94),0.0351,Anti-platoon luck (amplified),973.0,2001,25,,False,Neutral,,,
672960,Kazuma Okamoto,97,0.288,0.509,0.091,0.2,91.04363636363637,0.802,0.3,0.436,0.267,0.455,0.182,0.103,0.33,0.312,0.29,0.307,0.017,TOR,1.0,,0.3,30,0.3,0.3023,0.145,0.002336448598130841,,100.0,Above Avg (100-119),0.0347,Platoon-driven (dampened),60.0,1996,30,,False,Neutral,,,
677942,Blaze Alexander,58,0.273,0.485,0.0,0.061,92.05151515151516,0.739,0.0,0.303,0.35,0.529,0.176,0.069,0.31,0.222,0.237,0.311,0.074,BAL,1.0,,0.3,27,0.3,0.2874,0.145,-0.0025570776255707767,0.28736141906873613,91.2,Below Avg (85-94),0.0345,,491.0,1999,27,,False,Neutral,,,
670623,Isaac Paredes,83,0.278,0.304,0.036,0.125,88.93214285714285,0.873,0.105,0.5,0.291,0.268,0.339,0.084,0.193,0.437,0.342,0.301,-0.041,HOU,1.0,0.2885,0.2885,27,0.2885,0.301,0.145,0.00451685393258427,0.3143424242424242,99.8,Average (95-99),0.0331,,2275.0,1999,27,Fader conflict (dampened),False,Neutral,,,
660821,Jesús Sánchez,80,0.298,0.492,0.068,0.153,92.64745762711864,0.846,0.167,0.373,0.396,0.441,0.203,0.062,0.175,0.357,0.312,0.372,0.06,TOR,1.0,0.2906,0.2906,29,0.2906,0.2922,0.145,0.001605177993527508,0.33990738161559886,107.9,Above Avg (100-119),0.0322,,2108.0,1997,29,,False,Neutral,,,
