player_name,mlbam_id,year,signal,luck_score,woba_actual,xwoba_actual,predicted_direction,actual_woba_change,correct
Otto Lopez,672640,2025,Buy Low,0.0433,0.2937,0.3456,IMPROVED,0.0607,True
Yainer Diaz,673237,2025,Buy Low,0.045,0.2437,0.2661,IMPROVED,0.0907,True
Seiya Suzuki,673548,2025,Slight Sell,-0.0528,0.4259,0.3825,DECLINED,-0.0872,True
Josh Jung,673962,2025,Slight Sell,-0.0578,0.3483,0.2968,DECLINED,-0.0534,True
Jordan Westburg,676059,2025,Slight Buy,0.0319,0.2949,0.3201,IMPROVED,0.1104,True
Eric Wagaman,676572,2025,Buy Low,0.041,0.3154,0.3644,IMPROVED,-0.0457,False
Brayan Rocchio,677587,2025,Slight Buy,0.0392,0.2428,0.3068,IMPROVED,0.034,True
Julio Rodríguez,677594,2025,Buy Low,0.0464,0.3137,0.3354,IMPROVED,0.0292,True
Alek Thomas,677950,2025,Slight Sell,-0.0543,0.3394,0.3332,DECLINED,-0.0528,True
Bobby Witt,677951,2025,Slight Sell,-0.0496,0.3963,0.3584,DECLINED,-0.0506,True
Ceddanne Rafaela,678882,2025,Buy Low,0.0502,0.2769,0.3317,IMPROVED,0.0637,True
Matt Mclain,680574,2025,Buy Low,0.0531,0.2835,0.3233,IMPROVED,0.0176,True
Bryson Stott,681082,2025,Sell High,-0.0678,0.3574,0.2994,DECLINED,-0.0906,True
Logan O'Hoppe,681351,2025,Slight Sell,-0.0523,0.3704,0.3246,DECLINED,-0.0761,True
Andy Pages,681624,2025,Slight Sell,-0.0504,0.3825,0.3065,DECLINED,-0.0507,True
Elly De La Cruz,682829,2025,Slight Sell,-0.0411,0.3474,0.3319,DECLINED,0.0316,False
Andrew Vaughn,683734,2025,Buy Low,0.0914,0.2174,0.3088,IMPROVED,0.1484,True
Michael Busch,683737,2025,Slight Sell,-0.0584,0.4079,0.3474,DECLINED,-0.0239,True
Sal Frelick,686217,2025,Slight Sell,-0.0507,0.366,0.3127,DECLINED,-0.0358,True
Vinnie Pasquantino,686469,2025,Buy Low,0.0655,0.2516,0.2773,IMPROVED,0.1257,True
Michael Massey,686681,2025,Buy Low,0.0422,0.1898,0.241,IMPROVED,0.0442,True
Pedro Pagés,686780,2025,Slight Sell,-0.0413,0.3075,0.2524,DECLINED,-0.0719,True
Victor Scott,687363,2025,Sell High,-0.0765,0.3412,0.278,DECLINED,-0.0676,True
Joey Ortiz,687401,2025,Buy Low,0.0412,0.2261,0.2782,IMPROVED,0.0463,True
Colt Keith,690993,2025,Buy Low,0.0494,0.2909,0.3358,IMPROVED,0.0568,True
Kristian Campbell,692225,2025,Sell High,-0.0677,0.3935,0.356,DECLINED,-0.1678,True
Jung Hoo Lee,808982,2025,Slight Sell,-0.0512,0.4012,0.3443,DECLINED,-0.1142,True
