"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Bradley, Taj",671737,TB,FC,Cutter,0.4,2,516,22.5,121,0.205,0.357,0.253,32.4,28.1,27.4,0.201,0.358,0.269,36.6
"Irvin, Cole",608344,MIN,FF,4-Seam Fastball,-0.9,-4,479,27.1,120,0.286,0.571,0.397,15.4,16.7,17.2,0.297,0.618,0.42,57.0
"Hudson, Bryan",663542,MIL,FF,4-Seam Fastball,2.6,12,484,52.2,120,0.15,0.28,0.232,17.9,22.5,17.3,0.196,0.339,0.279,33.3
"Feltner, Ryan",663372,COL,SL,Slider,-1.2,-7,527,20.5,120,0.355,0.523,0.42,22.6,11.7,14.0,0.305,0.494,0.371,42.7
"Ross, Joe",605452,MIL,SI,Sinker,0.9,4,437,36.5,119,0.243,0.336,0.305,15.1,16.0,22.9,0.24,0.376,0.309,40.9
"Smith, Burch",572143,BAL,FF,4-Seam Fastball,1.2,5,448,50.0,119,0.224,0.355,0.293,23.0,31.1,22.7,0.233,0.409,0.313,50.0
"Olson, Reese",681857,DET,FF,4-Seam Fastball,-0.2,-1,442,23.9,119,0.282,0.398,0.332,10.1,15.1,13.7,0.286,0.469,0.361,47.7
"Myers, Tobias",668964,MIL,FC,Cutter,-1.1,-5,490,22.8,119,0.336,0.518,0.391,12.3,6.7,10.8,0.344,0.562,0.4,40.6
"Parker, Mitchell",680730,WSH,CU,Curveball,0.8,4,542,22.5,119,0.252,0.36,0.305,26.3,21.8,20.0,0.23,0.389,0.297,37.6
"Suarez, Ranger",624133,PHI,CU,Curveball,0.6,3,483,20.5,118,0.189,0.342,0.254,33.9,33.1,21.7,0.209,0.369,0.275,25.0
"Weems, Jordan",607179,WSH,FF,4-Seam Fastball,-0.3,-2,451,61.5,118,0.27,0.41,0.356,17.0,14.4,15.7,0.263,0.43,0.359,45.8
"Hudson, Daniel",543339,LAD,FF,4-Seam Fastball,0.2,1,502,50.3,118,0.231,0.426,0.322,26.3,19.5,16.1,0.257,0.521,0.359,60.0
"Suter, Brent",608718,CIN,FF,4-Seam Fastball,0.8,4,440,43.1,118,0.273,0.4,0.321,17.5,17.8,17.4,0.26,0.398,0.309,31.1
"Littell, Zack",641793,TB,FF,4-Seam Fastball,0.4,2,553,22.3,118,0.266,0.376,0.315,18.7,23.7,14.1,0.262,0.449,0.331,46.3
"Grove, Michael",675627,LAD,SL,Slider,1.2,5,439,53.1,117,0.204,0.292,0.226,32.1,30.8,23.4,0.18,0.319,0.23,28.2
"Díaz, Alexis",664747,CIN,SL,Slider,0.1,0,411,42.1,117,0.214,0.384,0.291,29.8,28.2,20.1,0.228,0.38,0.279,40.5
"Bernardino, Brennan",657514,BOS,SI,Sinker,-0.2,-1,401,46.6,117,0.29,0.47,0.381,17.0,23.9,22.4,0.243,0.396,0.335,37.0
"Sánchez, Cristopher",650911,PHI,SL,Slider,0.7,3,469,16.8,117,0.221,0.372,0.281,30.3,24.8,19.5,0.233,0.372,0.273,30.6
"Muñoz, Andrés",662253,SEA,SL,Slider,1.9,9,448,47.1,117,0.138,0.239,0.199,48.5,41.9,29.2,0.156,0.292,0.23,32.8
"Stroman, Marcus",573186,NYY,FC,Cutter,-0.5,-3,485,18.3,117,0.296,0.519,0.376,18.7,12.8,13.2,0.288,0.481,0.353,41.5
"Rogers, Taylor",573124,SF,ST,Sweeper,-0.2,-1,511,47.2,116,0.279,0.477,0.347,31.6,25.0,16.9,0.217,0.363,0.268,20.7
"Carrasco, Carlos",471911,CLE,CH,Changeup,-1.4,-5,393,23.2,116,0.241,0.472,0.347,28.4,25.0,17.4,0.225,0.411,0.302,45.6
"Walker, Taijuan",592836,PHI,SI,Sinker,-2.7,-11,392,27.3,116,0.367,0.663,0.479,8.2,17.2,24.1,0.322,0.612,0.442,46.2
"Liberatore, Matthew",669461,STL,SL,Slider,1.5,6,373,27.5,116,0.185,0.25,0.232,38.3,29.3,21.5,0.213,0.288,0.251,32.4
"Gore, MacKenzie",669022,WSH,FC,Cutter,-0.9,-4,424,14.2,116,0.255,0.422,0.33,32.3,25.9,18.6,0.267,0.39,0.336,37.8
"Pérez, Martín",527048,SD,FC,Cutter,-1.3,-6,484,22.0,116,0.274,0.566,0.382,21.4,25.0,24.0,0.261,0.547,0.371,45.5
"Helsley, Ryan",664854,STL,FF,4-Seam Fastball,0.7,3,423,45.4,116,0.276,0.367,0.325,18.4,10.3,12.9,0.258,0.427,0.344,50.0
"Rodríguez, Yariel",684320,TOR,FF,4-Seam Fastball,0.2,1,616,41.0,116,0.245,0.418,0.35,22.7,13.8,15.8,0.238,0.382,0.336,35.4
"Yarbrough, Ryan",642232,TOR,ST,Sweeper,1.6,7,411,27.1,115,0.115,0.221,0.19,34.4,30.4,17.7,0.158,0.284,0.238,17.1
"Paddack, Chris",663978,MIN,CH,Changeup,-1.5,-6,378,25.9,115,0.283,0.519,0.363,24.8,14.8,15.0,0.287,0.579,0.389,37.8
"Miller, Tyson",668338,CHC,ST,Sweeper,2.0,8,409,43.8,115,0.148,0.278,0.218,26.2,17.4,15.4,0.203,0.374,0.264,26.7
"Cabrera, Edward",665795,MIA,FF,4-Seam Fastball,-1.8,-9,480,27.7,115,0.303,0.528,0.434,15.7,16.5,15.2,0.292,0.553,0.429,60.6
"Sandoval, Patrick",663776,LAA,CH,Changeup,0.5,2,409,28.3,115,0.208,0.292,0.264,39.0,31.3,21.8,0.215,0.291,0.254,19.7
"Contreras, Roansy",672710,LAA,FF,4-Seam Fastball,1.3,5,400,37.2,115,0.233,0.35,0.292,16.2,20.0,21.3,0.275,0.487,0.364,53.1
"Chafin, Andrew",605177,TEX,SL,Slider,1.3,6,443,45.8,115,0.127,0.186,0.189,54.7,48.7,28.1,0.152,0.255,0.227,30.6
"Brown, Hunter",686613,HOU,FC,Cutter,0.3,1,439,15.2,114,0.243,0.379,0.317,21.5,17.5,16.8,0.25,0.38,0.316,32.5
"Sale, Chris",519242,ATL,CH,Changeup,3.1,13,400,14.2,114,0.155,0.191,0.166,24.2,17.5,14.8,0.204,0.297,0.238,24.4
"Miller, Erik",669062,SF,CH,Changeup,0.2,1,430,33.9,114,0.21,0.35,0.297,30.2,25.4,19.9,0.202,0.317,0.281,37.5
"Lynn, Lance",458681,STL,FC,Cutter,-1.2,-5,454,22.3,114,0.317,0.426,0.368,26.2,20.2,15.6,0.277,0.432,0.343,38.0
"Hoeing, Bryan",663773,SD,SI,Sinker,0.9,4,405,51.8,114,0.275,0.373,0.342,10.1,7.9,13.4,0.326,0.536,0.408,51.6
"King, Michael",650633,SD,ST,Sweeper,0.3,2,514,17.8,113,0.206,0.304,0.279,34.5,32.7,24.3,0.219,0.367,0.294,25.8
"Miller, Bobby",676272,LAD,FF,4-Seam Fastball,-2.7,-10,387,36.8,113,0.362,0.681,0.494,17.6,12.4,16.3,0.348,0.683,0.481,53.8
"Williams, Trevor",592866,WSH,FF,4-Seam Fastball,3.1,12,383,36.0,113,0.202,0.279,0.238,17.6,24.8,21.1,0.196,0.336,0.269,44.9
"Fulmer, Carson",608334,LAA,CH,Changeup,-0.5,-2,397,27.0,113,0.228,0.347,0.31,36.7,25.7,18.6,0.218,0.294,0.271,27.4
"Berríos, José",621244,TOR,FF,4-Seam Fastball,-0.4,-2,543,18.6,112,0.265,0.48,0.369,19.7,17.9,15.0,0.285,0.533,0.389,44.3
"Smyly, Drew",592767,CHC,SI,Sinker,-0.1,-1,485,47.7,112,0.287,0.479,0.388,16.1,6.3,6.8,0.286,0.463,0.372,40.0
"Matsui, Yuki",673513,SD,FF,4-Seam Fastball,0.5,2,430,41.0,112,0.223,0.447,0.337,19.1,17.0,16.7,0.231,0.41,0.329,40.3
"Cannon, Jonathan",686563,CWS,CH,Changeup,-0.5,-2,379,18.7,112,0.248,0.394,0.287,26.9,18.8,15.7,0.262,0.393,0.296,28.4
"Olson, Reese",681857,DET,SL,Slider,2.2,11,515,27.8,112,0.143,0.194,0.24,45.5,29.5,22.4,0.187,0.286,0.267,33.8
"Weathers, Ryan",677960,MIA,CH,Changeup,1.0,4,368,26.0,112,0.193,0.367,0.243,37.9,31.3,26.1,0.197,0.364,0.248,36.0
"Hudson, Daniel",543339,LAD,SL,Slider,0.8,3,409,40.9,112,0.135,0.279,0.243,42.9,35.7,27.4,0.148,0.308,0.233,37.5
"Carrasco, Carlos",471911,CLE,SL,Slider,-0.9,-4,412,24.3,111,0.284,0.52,0.391,28.8,27.9,25.6,0.224,0.413,0.302,34.7
"Thielbar, Caleb",573204,MIN,FF,4-Seam Fastball,-1.2,-5,385,43.4,111,0.32,0.495,0.382,17.9,19.8,15.3,0.266,0.489,0.367,44.2
"Olson, Reese",681857,DET,SI,Sinker,2.0,7,371,20.0,111,0.28,0.374,0.29,7.6,9.0,13.3,0.282,0.373,0.294,45.5
"Quantrill, Cal",615698,COL,FF,4-Seam Fastball,-1.9,-8,431,16.3,111,0.273,0.534,0.414,21.5,20.7,16.1,0.255,0.427,0.376,41.5
"Avila, Pedro",658648,CLE,CH,Changeup,1.6,5,312,22.0,111,0.19,0.3,0.264,35.4,31.5,23.8,0.24,0.393,0.313,39.4
"Ferguson, Caleb",657571,HOU,FF,4-Seam Fastball,-1.4,-6,407,43.3,111,0.313,0.594,0.434,21.7,24.3,22.7,0.285,0.533,0.394,53.6
"Kremer, Dean",665152,BAL,FS,Split-Finger,0.3,1,401,18.5,110,0.139,0.248,0.227,36.0,30.9,19.0,0.173,0.304,0.249,20.9
"Ross, Joe",605452,MIL,SL,Slider,0.9,4,447,37.3,110,0.237,0.32,0.293,38.4,21.8,17.6,0.244,0.385,0.322,33.3
"Criswell, Cooper",681867,BOS,SI,Sinker,0.4,2,521,29.7,110,0.33,0.511,0.402,7.3,10.9,10.1,0.293,0.444,0.351,45.3
"Lorenzen, Michael",547179,KC,CH,Changeup,1.8,7,394,18.8,110,0.122,0.173,0.193,37.3,24.5,17.3,0.164,0.233,0.231,23.9
"Flexen, Chris",623167,CWS,CH,Changeup,-1.6,-7,440,15.7,110,0.257,0.436,0.34,37.9,28.2,18.7,0.23,0.375,0.291,20.8
"Leiter Jr., Mark",643410,NYY,FS,Split-Finger,2.1,8,366,36.1,110,0.099,0.149,0.164,56.5,60.0,30.7,0.119,0.158,0.168,31.4
"Neris, Héctor",593576,HOU,FS,Split-Finger,-0.6,-3,408,40.5,110,0.232,0.364,0.309,37.0,30.9,22.4,0.202,0.326,0.277,21.5
"Ginkel, Kevin",656464,AZ,SL,Slider,0.3,1,455,38.4,110,0.229,0.362,0.267,42.0,40.0,25.4,0.21,0.319,0.247,40.3
"Falter, Bailey",663559,PIT,SL,Slider,0.2,1,463,21.7,110,0.245,0.304,0.275,28.6,24.5,19.3,0.235,0.365,0.282,41.6
"Bender, Anthony",669622,MIA,SI,Sinker,-0.6,-3,431,45.2,110,0.323,0.417,0.385,11.8,16.4,15.8,0.299,0.428,0.365,46.8
"Myers, Tobias",668964,MIL,SL,Slider,1.3,6,455,21.1,110,0.198,0.255,0.241,24.8,26.4,18.1,0.209,0.285,0.234,33.8
"Montas, Frankie",593423,MIL,FS,Split-Finger,0.0,0,483,18.3,109,0.218,0.297,0.264,42.6,31.2,18.1,0.211,0.272,0.251,29.9
"Rea, Colin",607067,MIL,ST,Sweeper,1.5,7,446,16.8,109,0.144,0.221,0.184,23.2,27.5,17.8,0.179,0.299,0.226,24.0
"Montas, Frankie",593423,MIL,FC,Cutter,-1.4,-7,494,18.8,109,0.326,0.609,0.447,22.2,11.0,20.0,0.332,0.637,0.449,50.0
"Criswell, Cooper",681867,BOS,ST,Sweeper,-1.7,-8,471,26.8,109,0.287,0.479,0.379,20.6,21.1,13.1,0.262,0.41,0.339,23.0
"Vásquez, Randy",681190,SD,FF,4-Seam Fastball,-0.3,-1,474,28.1,109,0.298,0.447,0.368,22.0,17.4,12.1,0.327,0.583,0.425,50.6
"Brebbia, John",605154,ATL,FF,4-Seam Fastball,0.9,4,479,48.2,109,0.172,0.293,0.247,25.5,38.5,21.8,0.208,0.376,0.291,49.1
"Roupp, Landen",694738,SF,CU,Curveball,0.5,2,400,44.2,109,0.224,0.357,0.295,33.5,32.1,21.0,0.193,0.328,0.271,25.4
"Cabrera, Génesis",650893,TOR,FC,Cutter,1.4,6,405,39.3,109,0.202,0.263,0.257,34.1,26.6,18.0,0.224,0.294,0.274,28.6
"Muller, Kyle",666205,ATH,FF,4-Seam Fastball,0.9,3,387,53.4,109,0.279,0.394,0.329,21.4,20.2,20.2,0.258,0.399,0.306,43.4
"Lively, Ben",594902,CLE,ST,Sweeper,-0.8,-3,415,17.2,108,0.225,0.412,0.296,25.1,17.6,14.1,0.247,0.393,0.293,31.0
"Bellozo, Valente",678368,MIA,FF,4-Seam Fastball,-0.9,-4,411,37.6,108,0.247,0.454,0.349,13.3,12.0,12.6,0.266,0.508,0.369,45.9
"Junis, Jakob",596001,CIN,SL,Slider,1.1,5,426,45.2,108,0.183,0.346,0.235,29.2,25.0,17.4,0.231,0.4,0.28,34.6
"Waldron, Matt",663362,SD,SI,Sinker,0.0,0,358,14.6,108,0.306,0.408,0.365,7.2,8.3,11.3,0.313,0.518,0.389,40.4
"Faedo, Alex",656412,DET,FF,4-Seam Fastball,-0.1,0,354,35.2,108,0.218,0.437,0.342,24.7,23.1,19.5,0.24,0.404,0.344,36.9
"Scott, Christian",681035,NYM,FF,4-Seam Fastball,0.8,3,416,52.9,108,0.265,0.388,0.32,22.0,24.1,20.5,0.236,0.406,0.306,50.0
"Eovaldi, Nathan",543135,TEX,FC,Cutter,-1.2,-5,399,15.2,108,0.317,0.606,0.407,20.5,12.0,15.9,0.284,0.51,0.358,38.0
"Suarez, Ranger",624133,PHI,FF,4-Seam Fastball,0.8,4,461,19.6,108,0.224,0.327,0.29,18.0,24.1,20.0,0.25,0.347,0.301,31.9
"Weaver, Luke",596133,NYY,CH,Changeup,0.9,3,381,27.7,108,0.172,0.263,0.233,48.0,42.6,25.0,0.158,0.252,0.217,29.1
"Holmes, Grant",656550,ATL,FF,4-Seam Fastball,1.1,4,382,37.3,108,0.238,0.366,0.289,20.3,18.5,22.0,0.253,0.398,0.308,39.5
"Meyer, Max",676974,MIA,SL,Slider,-0.6,-2,393,40.6,108,0.243,0.476,0.33,34.3,31.5,21.5,0.182,0.332,0.245,43.5
"Ragans, Cole",666142,KC,SL,Slider,-0.9,-4,400,12.8,108,0.21,0.305,0.255,33.7,44.4,23.3,0.193,0.295,0.224,33.3
"Littell, Zack",641793,TB,SI,Sinker,0.0,0,364,14.6,107,0.242,0.421,0.346,14.8,18.7,19.4,0.277,0.534,0.383,54.7
"Soto, Gregory",642397,BAL,SI,Sinker,0.8,4,450,46.9,107,0.286,0.385,0.34,15.8,11.2,14.0,0.269,0.43,0.365,48.1
"Webb, Jacob",657097,BAL,FF,4-Seam Fastball,-0.1,0,413,44.3,107,0.2,0.365,0.343,26.7,26.2,21.7,0.215,0.422,0.357,47.4
"Rodríguez, Randy",678495,SF,FF,4-Seam Fastball,-0.5,-2,427,48.6,107,0.253,0.44,0.349,24.3,24.3,21.5,0.222,0.376,0.316,40.9
"Waldron, Matt",663362,SD,ST,Sweeper,0.9,4,486,19.8,107,0.227,0.454,0.335,20.1,15.0,16.2,0.21,0.398,0.299,32.9
"Elder, Bryce",693821,ATL,SI,Sinker,-1.3,-5,370,42.8,107,0.344,0.458,0.386,8.5,14.0,22.1,0.316,0.456,0.374,55.6
"Little, Brendon",663893,TOR,SI,Sinker,-0.5,-2,397,57.0,107,0.287,0.457,0.392,21.5,5.6,12.0,0.273,0.421,0.353,41.6
"Irvin, Cole",608344,MIN,SI,Sinker,-1.2,-4,340,19.2,107,0.319,0.5,0.397,9.9,15.0,18.0,0.257,0.422,0.339,35.4
"Alexander, Tyler",641302,TB,FF,4-Seam Fastball,-0.3,-1,379,22.7,107,0.229,0.49,0.329,24.6,26.2,19.6,0.231,0.443,0.322,44.3
"Mantiply, Joe",573009,AZ,SI,Sinker,2.6,10,368,42.4,106,0.218,0.317,0.264,16.8,15.1,23.2,0.255,0.42,0.311,54.1
"Lambert, Peter",663567,COL,FF,4-Seam Fastball,-0.5,-2,399,38.4,106,0.318,0.534,0.408,11.8,13.2,14.9,0.281,0.447,0.369,38.2
"Alexander, Scott",518397,ATH,SI,Sinker,1.0,4,364,64.3,106,0.261,0.359,0.317,10.9,9.4,15.4,0.268,0.438,0.35,45.3
"Herz, DJ",687792,WSH,CH,Changeup,-0.9,-3,389,24.5,106,0.224,0.388,0.299,26.0,21.7,15.6,0.224,0.369,0.284,23.7
"McArthur, James",663704,KC,SI,Sinker,-0.6,-2,322,35.7,106,0.327,0.459,0.372,13.7,13.2,22.2,0.28,0.451,0.346,44.0
"Anderson, Justin",605121,CWS,SL,Slider,-0.4,-2,428,45.3,106,0.217,0.37,0.318,41.0,32.1,21.8,0.211,0.389,0.316,32.8
"Paxton, James",572020,BOS,CU,Curveball,0.5,3,517,30.3,106,0.2,0.3,0.254,36.2,28.3,17.6,0.224,0.365,0.274,45.1
"Castillo, Luis",622491,SEA,CH,Changeup,-2.0,-8,408,14.3,106,0.287,0.545,0.376,26.5,16.0,12.1,0.294,0.503,0.36,36.9
"Faucher, Calvin",676534,MIA,FC,Cutter,1.6,6,374,37.9,105,0.258,0.355,0.301,26.9,17.1,17.1,0.27,0.336,0.3,41.0
"Sewald, Paul",623149,AZ,FF,4-Seam Fastball,-0.7,-3,376,59.8,105,0.253,0.484,0.341,24.3,27.6,23.6,0.235,0.472,0.33,47.8
"Kittredge, Andrew",552640,STL,SI,Sinker,0.0,0,383,37.3,105,0.301,0.419,0.353,12.5,8.6,12.5,0.316,0.515,0.385,40.2
"Fernandez, Ryan",681676,STL,FF,4-Seam Fastball,0.0,0,487,40.9,105,0.302,0.384,0.36,20.5,16.2,14.4,0.283,0.443,0.381,44.4
"Stripling, Ross",548389,ATH,FF,4-Seam Fastball,0.0,0,417,30.7,105,0.25,0.424,0.332,17.2,20.0,14.8,0.21,0.415,0.313,37.5
"Manaea, Sean",640455,NYM,CH,Changeup,-0.7,-2,350,11.7,105,0.25,0.438,0.33,25.5,14.3,11.9,0.252,0.383,0.307,32.9
"Feltner, Ryan",663372,COL,SI,Sinker,-0.4,-2,354,13.7,105,0.274,0.369,0.377,17.9,13.3,20.0,0.241,0.345,0.349,28.6
"Phillips, Evan",623465,LAD,ST,Sweeper,0.2,1,354,38.6,104,0.198,0.337,0.244,30.6,37.5,26.9,0.197,0.347,0.24,28.6
"Civale, Aaron",650644,MIL,CU,Curveball,-1.4,-6,423,15.7,104,0.25,0.479,0.338,27.5,37.5,20.2,0.228,0.373,0.293,42.1
"Soroka, Michael",647336,CWS,FF,4-Seam Fastball,0.3,2,467,32.4,104,0.207,0.366,0.319,21.0,21.2,15.5,0.205,0.361,0.326,29.7
"Winn, Keaton",676775,SF,FS,Split-Finger,0.6,2,343,40.5,104,0.215,0.355,0.294,28.2,24.0,20.3,0.251,0.434,0.331,47.8
"Barlow, Scott",605130,CLE,ST,Sweeper,0.4,2,444,43.4,103,0.181,0.265,0.295,40.5,30.1,23.8,0.178,0.252,0.274,18.5
"Suárez, Albert",544150,BAL,FC,Cutter,0.6,3,435,19.5,103,0.24,0.365,0.279,31.0,16.5,15.2,0.245,0.404,0.3,30.9
"Winckowski, Josh",670174,BOS,FC,Cutter,0.1,0,436,35.2,103,0.253,0.495,0.347,23.3,15.5,18.0,0.303,0.51,0.379,51.3
"Gaddis, Hunter",683769,CLE,FF,4-Seam Fastball,1.3,5,412,38.3,103,0.219,0.417,0.297,17.9,17.5,14.8,0.226,0.42,0.303,43.6
"Soriano, José",667755,LAA,CU,Curveball,-0.7,-3,440,25.3,103,0.226,0.376,0.3,40.2,43.7,28.8,0.181,0.337,0.267,35.4
"Mize, Casey",663554,DET,SL,Slider,-1.4,-6,466,26.0,103,0.287,0.529,0.417,20.8,13.6,8.9,0.283,0.442,0.363,41.3
"Martinez, Nick",607259,CIN,SI,Sinker,0.8,3,368,17.3,103,0.242,0.379,0.309,9.1,11.7,16.4,0.262,0.355,0.302,27.7
"Wicks, Jordan",696136,CHC,FF,4-Seam Fastball,-0.6,-2,384,45.1,103,0.281,0.438,0.36,16.1,18.4,15.6,0.262,0.452,0.355,42.3
"Hicks, Jordan",663855,SF,FS,Split-Finger,-0.1,0,373,19.1,103,0.181,0.287,0.253,40.8,36.9,19.8,0.174,0.31,0.251,23.2
"Freeland, Kyle",607536,COL,CU,Curveball,0.6,2,333,18.8,102,0.194,0.276,0.232,42.0,46.1,26.3,0.176,0.268,0.211,41.2
"Pérez, Cionel",672335,BAL,SI,Sinker,0.2,1,331,38.3,102,0.256,0.314,0.328,19.2,13.7,17.3,0.258,0.376,0.334,44.6
"Feltner, Ryan",663372,COL,CH,Changeup,-1.0,-4,379,14.7,102,0.299,0.485,0.356,39.4,27.5,26.2,0.219,0.367,0.27,34.3
"Hodge, Porter",687863,CHC,FF,4-Seam Fastball,1.0,4,393,61.2,102,0.174,0.291,0.277,20.8,22.5,24.0,0.198,0.338,0.306,41.3
"Alcala, Jorge",660896,MIN,SL,Slider,1.0,4,360,38.7,102,0.204,0.323,0.277,32.6,30.4,22.3,0.186,0.296,0.253,25.8
"De Los Santos, Enyel",660853,CWS,SL,Slider,0.0,0,484,42.9,102,0.2,0.442,0.306,42.2,34.3,21.2,0.222,0.428,0.306,38.3
"Herrin, Tim",682120,CLE,CU,Curveball,1.9,7,357,35.3,102,0.137,0.221,0.198,42.0,44.1,27.1,0.147,0.226,0.209,22.0
"Hoffman, Jeff",656546,PHI,FF,4-Seam Fastball,1.5,5,363,36.3,102,0.198,0.374,0.284,32.8,35.3,30.8,0.214,0.432,0.314,50.0
"Lynn, Lance",458681,STL,SI,Sinker,-0.5,-2,340,16.7,102,0.289,0.47,0.412,11.0,8.8,14.8,0.303,0.482,0.399,35.5
"Armstrong, Shawn",542888,CHC,FF,4-Seam Fastball,0.8,3,368,33.2,101,0.198,0.341,0.276,33.7,38.6,24.8,0.218,0.425,0.315,44.2
"Morejon, Adrian",670970,SD,SI,Sinker,0.3,1,385,36.2,101,0.315,0.427,0.383,14.8,9.9,15.2,0.246,0.356,0.318,28.7
"Wrobleski, Justin",680736,LAD,FF,4-Seam Fastball,0.9,3,350,59.1,101,0.205,0.386,0.308,23.0,16.8,16.5,0.212,0.37,0.306,29.6
"Woods Richardson, Simeon",680573,MIN,CH,Changeup,-3.6,-16,442,19.3,101,0.311,0.622,0.417,20.5,15.8,11.0,0.252,0.451,0.333,39.7
"Cannon, Jonathan",686563,CWS,ST,Sweeper,-1.7,-8,442,21.8,101,0.255,0.489,0.344,28.2,24.8,16.4,0.209,0.376,0.273,28.6
"Lugo, Seth",607625,KC,SV,Slurve,1.5,5,327,10.5,101,0.229,0.292,0.247,27.4,21.8,23.4,0.214,0.31,0.252,28.0
"Taillon, Jameson",592791,CHC,CU,Curveball,-1.1,-4,364,14.7,101,0.235,0.429,0.297,23.2,25.7,16.9,0.237,0.399,0.287,43.1
"Falter, Bailey",663559,PIT,SI,Sinker,0.3,1,296,13.9,101,0.275,0.451,0.349,15.6,7.9,10.4,0.344,0.621,0.439,65.1
"Holderman, Colin",670059,PIT,ST,Sweeper,1.5,6,413,47.5,101,0.165,0.22,0.215,39.8,40.6,24.6,0.158,0.246,0.221,28.8
"Suarez, Ranger",624133,PHI,CH,Changeup,-0.4,-2,384,16.3,100,0.229,0.323,0.276,35.0,24.0,17.4,0.25,0.346,0.277,26.4
"Marsh, Alec",679525,KC,SI,Sinker,-1.4,-4,299,13.8,100,0.333,0.536,0.421,10.6,10.0,18.9,0.314,0.548,0.418,50.0
"Wheeler, Zack",554430,PHI,ST,Sweeper,0.9,3,393,12.5,100,0.143,0.265,0.226,33.5,34.0,26.8,0.158,0.266,0.2,26.6
"Walker, Taijuan",592836,PHI,FS,Split-Finger,-4.9,-16,318,22.2,100,0.38,0.652,0.456,16.3,12.0,9.5,0.292,0.577,0.391,53.7
"Leclerc, José",600917,TEX,SL,Slider,0.7,3,384,31.9,100,0.223,0.383,0.269,45.4,44.0,28.8,0.208,0.343,0.249,26.4
"Bird, Jake",656234,COL,SI,Sinker,-0.9,-3,303,44.3,100,0.309,0.42,0.391,12.4,9.0,15.5,0.311,0.512,0.424,45.2
"Wesneski, Hayden",669713,CHC,ST,Sweeper,0.4,2,437,40.7,100,0.174,0.348,0.258,43.3,46.0,25.8,0.162,0.288,0.234,26.1
"Leiter, Jack",683004,TEX,FF,4-Seam Fastball,-3.2,-11,344,51.4,100,0.35,0.625,0.466,29.1,16.0,14.7,0.298,0.593,0.426,54.4
"Lodolo, Nick",666157,CIN,FF,4-Seam Fastball,-0.4,-2,516,27.7,100,0.191,0.393,0.295,27.9,36.0,18.2,0.19,0.403,0.299,49.1
"Gilbert, Logan",669302,SEA,FS,Split-Finger,0.9,4,398,13.1,100,0.104,0.167,0.147,50.0,59.0,24.0,0.111,0.148,0.144,29.7
"Yamamoto, Yoshinobu",808967,LAD,FS,Split-Finger,0.6,2,355,24.2,100,0.17,0.266,0.213,38.6,42.0,22.3,0.186,0.26,0.228,37.7
"Irvin, Cole",608344,MIN,CU,Curveball,-0.5,-2,446,25.2,100,0.283,0.424,0.331,18.9,16.0,13.9,0.262,0.425,0.314,25.6
"Peterson, David",656849,NYM,SL,Slider,-1.3,-4,345,18.4,100,0.287,0.447,0.339,33.9,30.0,19.2,0.248,0.438,0.318,50.0
"Meyer, Max",676974,MIA,FF,4-Seam Fastball,-1.9,-7,383,39.6,100,0.33,0.648,0.44,13.8,10.0,11.6,0.313,0.622,0.421,57.3
"Brieske, Beau",689225,DET,FF,4-Seam Fastball,0.7,3,457,39.7,100,0.231,0.282,0.312,20.9,29.0,18.6,0.189,0.32,0.308,44.2
"Burnes, Corbin",669203,BAL,SL,Slider,0.5,2,383,12.8,100,0.198,0.271,0.225,46.0,39.0,22.2,0.188,0.307,0.232,31.6
"Wentz, Joey",666214,PIT,FC,Cutter,1.0,4,384,31.4,99,0.204,0.333,0.277,36.4,29.3,29.6,0.189,0.304,0.244,32.8
"Gray, Sonny",543243,STL,FC,Cutter,-0.1,0,442,17.8,99,0.287,0.494,0.385,30.8,8.1,29.6,0.3,0.499,0.379,43.2
"Rogers, Tyler",643511,SF,SL,Slider,-1.2,-4,356,35.5,99,0.242,0.451,0.328,25.7,25.3,18.5,0.208,0.364,0.283,20.9
"Poche, Colin",621363,TB,FF,4-Seam Fastball,0.7,3,370,68.1,99,0.227,0.409,0.314,16.7,15.2,21.4,0.244,0.44,0.324,41.3
"Soroka, Michael",647336,CWS,SI,Sinker,-1.3,-4,307,21.3,99,0.277,0.506,0.393,8.7,10.1,14.1,0.324,0.566,0.429,40.5
"Cousins, Jake",664776,NYY,ST,Sweeper,1.1,5,423,65.7,99,0.141,0.272,0.219,47.7,47.5,28.7,0.15,0.297,0.236,33.3
"Bummer, Aaron",607481,ATL,ST,Sweeper,0.7,3,407,41.8,99,0.213,0.255,0.244,43.9,48.5,30.4,0.202,0.234,0.209,20.8
"Latz, Jacob",656641,TEX,FF,4-Seam Fastball,-0.5,-2,402,49.4,99,0.228,0.38,0.36,22.4,20.2,14.5,0.235,0.467,0.374,46.7
"Baumann, Mike",657508,MIA,CU,Curveball,-0.4,-1,357,33.5,99,0.222,0.3,0.282,28.7,35.4,19.6,0.197,0.306,0.259,41.1
"Lawrence, Justin",664875,COL,ST,Sweeper,0.1,0,444,41.1,98,0.182,0.25,0.235,30.8,33.7,17.4,0.213,0.326,0.272,22.8
