player_name,mlbam_id,year,signal,luck_score,woba_actual,xwoba_actual,predicted_direction,actual_woba_change,outcome,in_eval,correct
ID_673357,673357,2023,Buy low,0.1837,0.2965,0.2966,IMPROVED,0.1209,IMPROVED,True,True
ID_673490,673490,2023,Buy low,0.184,0.2827,0.2827,IMPROVED,0.1192,IMPROVED,True,True
ID_673962,673962,2023,Neutral,-0.029,0.3542,0.341,,-0.0007,FLAT,False,
ID_676116,676116,2023,Sell high,-0.4338,0.3812,0.3536,DECLINED,-0.0302,DECLINED,True,True
ID_676475,676475,2023,Buy low,0.2803,0.319,0.3372,IMPROVED,-0.0169,DECLINED,True,False
ID_677551,677551,2023,Slight sell,-0.0894,0.3984,0.3682,DECLINED,-0.0644,DECLINED,True,True
ID_677594,677594,2023,Buy low,0.1587,0.3366,0.3362,IMPROVED,-0.0013,FLAT,False,
ID_677950,677950,2023,Buy low,0.1749,0.2763,0.3396,IMPROVED,0.053,IMPROVED,True,True
ID_677951,677951,2023,Buy low,0.5459,0.2863,0.3086,IMPROVED,0.0598,IMPROVED,True,True
ID_678225,678225,2023,Slight sell,-0.1178,0.3092,0.2672,DECLINED,-0.0365,DECLINED,True,True
ID_678246,678246,2023,Neutral,-0.0428,0.3305,0.3453,,-0.0344,DECLINED,False,
ID_678662,678662,2023,Buy low,0.2148,0.2632,0.2355,IMPROVED,0.0656,IMPROVED,True,True
ID_679529,679529,2023,Buy low,0.4022,0.2697,0.3227,IMPROVED,0.0653,IMPROVED,True,True
ID_680757,680757,2023,Neutral,0.0752,0.3177,0.3149,,0.0217,IMPROVED,False,
ID_680977,680977,2023,Neutral,-0.0056,0.3234,0.2887,,0.0472,IMPROVED,False,
ID_681082,681082,2023,Sell high,-0.3144,0.3449,0.2948,DECLINED,-0.0015,FLAT,False,
ID_681546,681546,2023,Sell high,-0.605,0.4174,0.366,DECLINED,-0.113,DECLINED,True,True
ID_682928,682928,2023,Neutral,0.0115,0.3253,0.2705,,0.0019,FLAT,False,
ID_682985,682985,2023,Neutral,0.1087,0.2871,0.2945,,0.1429,IMPROVED,False,
ID_682998,682998,2023,Sell high,-0.3372,0.4,0.3374,DECLINED,-0.0143,FLAT,False,
ID_683002,683002,2023,Buy low,0.2277,0.319,0.3244,IMPROVED,0.0446,IMPROVED,True,True
ID_683011,683011,2023,Neutral,-0.0758,0.3069,0.2902,,-0.0126,FLAT,False,
ID_683734,683734,2023,Neutral,-0.0221,0.3496,0.3504,,-0.0288,DECLINED,False,
ID_686469,686469,2023,Neutral,0.0438,0.3777,0.3979,,-0.0867,DECLINED,False,
ID_686681,686681,2023,Buy low,0.2624,0.1685,0.2395,IMPROVED,0.1569,IMPROVED,True,True
ID_686894,686894,2023,Neutral,0.0198,0.2989,0.2931,,0.0055,FLAT,False,
ID_807799,807799,2023,Neutral,-0.0486,0.3912,0.3683,,-0.0094,FLAT,False,
ID_453568,453568,2024,Buy low,0.2815,0.3173,0.2817,IMPROVED,0.0311,IMPROVED,True,True
ID_457705,457705,2024,Slight buy,0.103,0.2905,0.3163,IMPROVED,0.0464,IMPROVED,True,True
ID_457759,457759,2024,Neutral,-0.0658,0.3867,0.3641,,-0.0885,DECLINED,False,
ID_467793,467793,2024,Buy low,0.2164,0.2816,0.3144,IMPROVED,0.0732,IMPROVED,True,True
ID_502671,502671,2024,Neutral,0.0098,0.2856,0.3264,,0.0292,IMPROVED,False,
ID_514888,514888,2024,Sell high,-0.2146,0.435,0.369,DECLINED,-0.0985,DECLINED,True,True
ID_516782,516782,2024,Sell high,-0.2363,0.3591,0.3565,DECLINED,-0.0382,DECLINED,True,True
ID_518595,518595,2024,Slight sell,-0.1222,0.4171,0.3992,DECLINED,-0.0916,DECLINED,True,True
ID_518692,518692,2024,Neutral,0.0104,0.3842,0.3937,,0.0016,FLAT,False,
ID_519203,519203,2024,Slight sell,-0.0902,0.3325,0.299,DECLINED,-0.0697,DECLINED,True,True
ID_519317,519317,2024,Sell high,-0.1729,0.3729,0.3217,DECLINED,-0.0232,DECLINED,True,True
ID_521692,521692,2024,Sell high,-0.1672,0.4317,0.4417,DECLINED,-0.118,DECLINED,True,True
ID_527038,527038,2024,Neutral,-0.0174,0.3109,0.2927,,-0.038,DECLINED,False,
ID_542303,542303,2024,Neutral,0.035,0.4059,0.4625,,-0.0089,FLAT,False,
ID_543760,543760,2024,Neutral,0.0709,0.3646,0.372,,-0.0495,DECLINED,False,
ID_543807,543807,2024,Buy low,0.2646,0.3114,0.3271,IMPROVED,0.0217,IMPROVED,True,True
ID_547180,547180,2024,Buy low,0.4798,0.3264,0.3534,IMPROVED,0.0786,IMPROVED,True,True
ID_553869,553869,2024,Neutral,0.0532,0.3307,0.2728,,-0.0187,DECLINED,False,
ID_553993,553993,2024,Neutral,-0.0458,0.2967,0.3008,,0.0295,IMPROVED,False,
ID_571448,571448,2024,Neutral,-0.0106,0.3117,0.2938,,0.01,FLAT,False,
ID_571745,571745,2024,Neutral,-0.0154,0.3118,0.3105,,-0.0315,DECLINED,False,
ID_572191,572191,2024,Sell high,-0.197,0.2803,0.281,DECLINED,-0.0318,DECLINED,True,True
ID_572233,572233,2024,Neutral,-0.0302,0.3966,0.4037,,-0.0641,DECLINED,False,
ID_575929,575929,2024,Neutral,-0.0485,0.3699,0.3648,,0.0288,IMPROVED,False,
ID_592192,592192,2024,Neutral,-0.016,0.4008,0.3474,,-0.1221,DECLINED,False,
ID_592206,592206,2024,Buy low,0.51,0.2416,0.2661,IMPROVED,0.0957,IMPROVED,True,True
ID_592273,592273,2024,Neutral,0.0323,0.2922,0.3103,,-0.0645,DECLINED,False,
ID_592450,592450,2024,Buy low,0.6076,0.3388,0.359,IMPROVED,0.1951,IMPROVED,True,True
ID_592518,592518,2024,Buy low,0.284,0.2962,0.3127,IMPROVED,0.045,IMPROVED,True,True
ID_592626,592626,2024,Neutral,0.0521,0.3543,0.387,,0.0326,IMPROVED,False,
ID_592663,592663,2024,Buy low,0.1818,0.3142,0.3211,IMPROVED,0.0078,FLAT,False,
ID_592669,592669,2024,Buy low,0.3451,0.2397,0.2658,IMPROVED,0.1289,IMPROVED,True,True
ID_592696,592696,2024,Buy low,0.6427,0.1398,0.2231,IMPROVED,0.1383,IMPROVED,True,True
ID_593428,593428,2024,Buy low,0.3407,0.2733,0.311,IMPROVED,0.1002,IMPROVED,True,True
ID_593871,593871,2024,Buy low,0.2308,0.307,0.3019,IMPROVED,-0.01,FLAT,False,
ID_595777,595777,2024,Sell high,-0.2104,0.3901,0.3596,DECLINED,-0.0145,FLAT,False,
ID_595879,595879,2024,Slight buy,0.1164,0.2468,0.2752,IMPROVED,-0.0347,DECLINED,True,False
ID_596019,596019,2024,Buy low,0.5997,0.2898,0.3259,IMPROVED,0.0799,IMPROVED,True,True
ID_600869,600869,2024,Neutral,-0.0134,0.3136,0.2514,,0.0038,FLAT,False,
ID_605113,605113,2024,Slight sell,-0.1108,0.2767,0.2803,DECLINED,-0.0105,FLAT,False,
ID_605137,605137,2024,Buy low,0.3454,0.2837,0.2724,IMPROVED,0.0449,IMPROVED,True,True
ID_605141,605141,2024,Sell high,-0.182,0.4579,0.4272,DECLINED,-0.1274,DECLINED,True,True
ID_606115,606115,2024,Sell high,-0.2945,0.3346,0.2673,DECLINED,-0.0726,DECLINED,True,True
ID_606192,606192,2024,Slight sell,-0.0951,0.3357,0.315,DECLINED,0.0283,IMPROVED,True,False
ID_606466,606466,2024,Neutral,0.0123,0.38,0.3687,,0.0115,FLAT,False,
ID_607043,607043,2024,Buy low,0.1909,0.3305,0.4113,IMPROVED,0.0206,IMPROVED,True,True
ID_607208,607208,2024,Sell high,-0.3578,0.386,0.3395,DECLINED,-0.0027,FLAT,False,
ID_608070,608070,2024,Buy low,0.1948,0.3232,0.2888,IMPROVED,0.0592,IMPROVED,True,True
ID_608324,608324,2024,Buy low,0.2677,0.3033,0.2806,IMPROVED,0.0385,IMPROVED,True,True
ID_608369,608369,2024,Buy low,0.5812,0.2882,0.3446,IMPROVED,0.0968,IMPROVED,True,True
ID_608385,608385,2024,Sell high,-0.2348,0.3623,0.358,DECLINED,-0.008,FLAT,False,
ID_608841,608841,2024,Buy low,0.2249,0.2603,0.2994,IMPROVED,0.031,IMPROVED,True,True
ID_621020,621020,2024,Buy low,0.1968,0.2906,0.3318,IMPROVED,-0.0116,FLAT,False,
ID_621438,621438,2024,Neutral,-0.07,0.3314,0.3428,,-0.0164,DECLINED,False,
ID_621439,621439,2024,Neutral,-0.0545,0.3055,0.2581,,0.0847,IMPROVED,False,
ID_621466,621466,2024,Neutral,0.0373,0.3711,0.365,,-0.1092,DECLINED,False,
ID_621493,621493,2024,Slight buy,0.0828,0.3421,0.3861,IMPROVED,-0.044,DECLINED,True,False
ID_621566,621566,2024,Buy low,0.3994,0.31,0.3661,IMPROVED,0.0095,FLAT,False,
ID_623912,623912,2024,Neutral,0.0278,0.2891,0.2604,,0.0179,IMPROVED,False,
ID_623993,623993,2024,Neutral,0.0315,0.3406,0.2952,,0.0398,IMPROVED,False,
ID_624413,624413,2024,Buy low,0.1605,0.3503,0.3281,IMPROVED,-0.0087,FLAT,False,
ID_624415,624415,2024,Neutral,-0.0581,0.2894,0.2925,,-0.0017,FLAT,False,
ID_624424,624424,2024,Neutral,-0.028,0.3273,0.3365,,-0.0283,DECLINED,False,
ID_624428,624428,2024,Slight buy,0.0883,0.28,0.3118,IMPROVED,-0.0217,DECLINED,True,False
ID_624585,624585,2024,Neutral,0.0502,0.3169,0.3177,,0.0273,IMPROVED,False,
ID_630105,630105,2024,Neutral,0.0227,0.3522,0.387,,-0.0267,DECLINED,False,
ID_641313,641313,2024,Sell high,-0.3562,0.2757,0.2407,DECLINED,-0.0792,DECLINED,True,True
ID_641355,641355,2024,Buy low,0.2512,0.3289,0.3281,IMPROVED,0.0141,FLAT,False,
ID_641487,641487,2024,Buy low,0.1636,0.3084,0.3063,IMPROVED,-0.0109,FLAT,False,
ID_641598,641598,2024,Buy low,0.3237,0.2557,0.263,IMPROVED,0.0384,IMPROVED,True,True
ID_641680,641680,2024,Slight sell,-0.1187,0.3056,0.2552,DECLINED,-0.0351,DECLINED,True,True
ID_641857,641857,2024,Sell high,-0.4908,0.3957,0.342,DECLINED,-0.0671,DECLINED,True,True
ID_641933,641933,2024,Neutral,-0.0658,0.4551,0.4125,,-0.1011,DECLINED,False,
ID_642133,642133,2024,Buy low,0.2426,0.2533,0.3115,IMPROVED,0.0772,IMPROVED,True,True
ID_642350,642350,2024,Neutral,-0.0296,0.2587,0.299,,0.0424,IMPROVED,False,
ID_642708,642708,2024,Sell high,-0.2906,0.3543,0.3036,DECLINED,-0.0152,DECLINED,True,True
ID_642715,642715,2024,Sell high,-0.2148,0.4024,0.3501,DECLINED,-0.0747,DECLINED,True,True
ID_642731,642731,2024,Neutral,0.0115,0.2806,0.2767,,-0.0094,FLAT,False,
ID_643217,643217,2024,Buy low,0.3854,0.2459,0.2815,IMPROVED,0.0138,FLAT,False,
ID_643396,643396,2024,Neutral,-0.0308,0.3388,0.3545,,0.0215,IMPROVED,False,
ID_643446,643446,2024,Neutral,0.0825,0.3065,0.3199,,-0.0162,DECLINED,False,
ID_643565,643565,2024,Sell high,-0.1546,0.4062,0.3788,DECLINED,-0.1406,DECLINED,True,True
ID_645277,645277,2024,Sell high,-0.322,0.4005,0.3386,DECLINED,-0.1089,DECLINED,True,True
ID_646240,646240,2024,Slight sell,-0.0994,0.4059,0.4003,DECLINED,0.0085,FLAT,False,
ID_647304,647304,2024,Slight buy,0.0962,0.3689,0.3853,IMPROVED,-0.0396,DECLINED,True,False
ID_647351,647351,2024,Slight sell,-0.1486,0.3189,0.2947,DECLINED,-0.0241,DECLINED,True,True
ID_650333,650333,2024,Neutral,0.0213,0.3358,0.3238,,-0.0135,FLAT,False,
ID_650391,650391,2024,Neutral,0.0772,0.309,0.3049,,-0.0312,DECLINED,False,
ID_650402,650402,2024,Slight sell,-0.0964,0.2858,0.269,DECLINED,0.0311,IMPROVED,True,False
ID_650489,650489,2024,Sell high,-0.247,0.3347,0.3014,DECLINED,0.0189,IMPROVED,True,False
ID_650490,650490,2024,Buy low,0.2035,0.3219,0.2928,IMPROVED,0.0267,IMPROVED,True,True
ID_650559,650559,2024,Neutral,-0.0709,0.3232,0.3592,,-0.0115,FLAT,False,
ID_650859,650859,2024,Sell high,-0.2516,0.3438,0.2637,DECLINED,-0.0088,FLAT,False,
ID_656305,656305,2024,Neutral,0.0578,0.2938,0.3031,,0.0689,IMPROVED,False,
ID_656413,656413,2024,Buy low,0.2229,0.263,0.2979,IMPROVED,0.0734,IMPROVED,True,True
ID_656555,656555,2024,Neutral,0.0596,0.3555,0.3732,,-0.0449,DECLINED,False,
ID_656582,656582,2024,Sell high,-0.2836,0.3591,0.3025,DECLINED,-0.0578,DECLINED,True,True
ID_656775,656775,2024,Neutral,0.1239,0.2991,0.2966,,0.0038,FLAT,False,
ID_656811,656811,2024,Sell high,-0.1654,0.4365,0.4827,DECLINED,-0.0903,DECLINED,True,True
ID_656941,656941,2024,Buy low,0.4304,0.316,0.3444,IMPROVED,0.0822,IMPROVED,True,True
ID_657041,657041,2024,Buy low,0.2972,0.27,0.2826,IMPROVED,0.1039,IMPROVED,True,True
ID_657077,657077,2024,Neutral,0.0629,0.3466,0.3485,,-0.0704,DECLINED,False,
ID_657136,657136,2024,Slight sell,-0.1382,0.3601,0.2945,DECLINED,-0.0185,DECLINED,True,True
ID_657557,657557,2024,Sell high,-0.1662,0.2882,0.2549,DECLINED,0.0261,IMPROVED,True,False
ID_657757,657757,2024,Neutral,0.0188,0.3358,0.3768,,-0.068,DECLINED,False,
ID_660271,660271,2024,Neutral,0.0643,0.4229,0.4704,,0.0114,FLAT,False,
ID_660707,660707,2024,Buy low,0.2432,0.25,0.2799,IMPROVED,0.0204,IMPROVED,True,True
ID_660821,660821,2024,Neutral,-0.0354,0.3114,0.3354,,0.0042,FLAT,False,
ID_661388,661388,2024,Sell high,-0.3604,0.4147,0.3619,DECLINED,-0.0913,DECLINED,True,True
ID_662139,662139,2024,Neutral,0.0278,0.3214,0.282,,-0.0447,DECLINED,False,
ID_663368,663368,2024,Sell high,-0.5452,0.3771,0.3194,DECLINED,-0.0735,DECLINED,True,True
ID_663527,663527,2024,Sell high,-0.4022,0.3569,0.3269,DECLINED,-0.1173,DECLINED,True,True
ID_663538,663538,2024,Buy low,0.1875,0.3141,0.3321,IMPROVED,-0.0001,FLAT,False,
ID_663586,663586,2024,Buy low,0.2759,0.3101,0.3361,IMPROVED,0.0531,IMPROVED,True,True
ID_663624,663624,2024,Neutral,-0.0458,0.3699,0.3774,,-0.0416,DECLINED,False,
ID_663647,663647,2024,Sell high,-0.2904,0.3417,0.2991,DECLINED,-0.0976,DECLINED,True,True
ID_663656,663656,2024,Neutral,0.0327,0.4246,0.4267,,-0.0116,FLAT,False,
ID_663697,663697,2024,Neutral,0.0175,0.3437,0.3618,,0.0146,FLAT,False,
ID_663728,663728,2024,Buy low,0.1816,0.3195,0.2991,IMPROVED,-0.0014,FLAT,False,
ID_663837,663837,2024,Neutral,0.0288,0.3406,0.3235,,-0.0163,DECLINED,False,
ID_663886,663886,2024,Slight buy,0.1167,0.3331,0.3806,IMPROVED,-0.0103,FLAT,False,
ID_663898,663898,2024,Neutral,0.1452,0.2895,0.2832,,0.0325,IMPROVED,False,
ID_664023,664023,2024,Slight buy,0.1266,0.2882,0.3031,IMPROVED,0.072,IMPROVED,True,True
ID_664034,664034,2024,Neutral,0.0046,0.3086,0.3548,,0.0002,FLAT,False,
ID_664056,664056,2024,Sell high,-0.1682,0.3021,0.3087,DECLINED,0.0252,IMPROVED,True,False
ID_664728,664728,2024,Neutral,0.0298,0.2904,0.2811,,0.0117,FLAT,False,
ID_664761,664761,2024,Sell high,-0.3892,0.4361,0.3888,DECLINED,-0.1005,DECLINED,True,True
ID_664774,664774,2024,Sell high,-0.4543,0.4022,0.3855,DECLINED,-0.0516,DECLINED,True,True
ID_664913,664913,2024,Slight buy,0.1016,0.2345,0.2783,IMPROVED,0.0806,IMPROVED,True,True
ID_664983,664983,2024,Sell high,-0.169,0.3274,0.2769,DECLINED,0.0326,IMPROVED,True,False
ID_665161,665161,2024,Sell high,-0.2448,0.3767,0.3692,DECLINED,-0.0703,DECLINED,True,True
ID_665487,665487,2024,Buy low,0.4182,0.3326,0.399,IMPROVED,0.0483,IMPROVED,True,True
ID_665489,665489,2024,Buy low,0.3345,0.3359,0.3648,IMPROVED,0.0886,IMPROVED,True,True
ID_665742,665742,2024,Neutral,0.0237,0.4374,0.4523,,0.0031,FLAT,False,
ID_665750,665750,2024,Buy low,0.2348,0.2689,0.2985,IMPROVED,0.0197,IMPROVED,True,True
ID_665804,665804,2024,Buy low,0.1538,0.2759,0.2872,IMPROVED,-0.0204,DECLINED,True,False
ID_665828,665828,2024,Neutral,-0.0677,0.3128,0.2846,,-0.0225,DECLINED,False,
ID_665833,665833,2024,Neutral,-0.0538,0.2654,0.2685,,0.0795,IMPROVED,False,
ID_665862,665862,2024,Neutral,0.0144,0.3112,0.3153,,0.0332,IMPROVED,False,
ID_665926,665926,2024,Sell high,-0.2651,0.3514,0.2993,DECLINED,-0.0811,DECLINED,True,True
ID_666158,666158,2024,Buy low,0.2674,0.2523,0.2646,IMPROVED,0.0727,IMPROVED,True,True
ID_666181,666181,2024,Neutral,-0.0366,0.3132,0.2857,,-0.0308,DECLINED,False,
ID_666182,666182,2024,Buy low,0.5055,0.2667,0.2684,IMPROVED,0.0059,FLAT,False,
ID_666310,666310,2024,Slight sell,-0.1389,0.3,0.2428,DECLINED,-0.0242,DECLINED,True,True
ID_666397,666397,2024,Neutral,0.0618,0.3624,0.3175,,-0.1239,DECLINED,False,
ID_666624,666624,2024,Buy low,0.2703,0.2841,0.3422,IMPROVED,0.0295,IMPROVED,True,True
ID_666969,666969,2024,Neutral,-0.0347,0.3618,0.3724,,-0.1031,DECLINED,False,
ID_666971,666971,2024,Buy low,0.2388,0.3125,0.3282,IMPROVED,0.0014,FLAT,False,
ID_667670,667670,2024,Neutral,0.1207,0.3436,0.3317,,0.082,IMPROVED,False,
ID_668227,668227,2024,Buy low,0.664,0.2066,0.2648,IMPROVED,0.1621,IMPROVED,True,True
ID_668709,668709,2024,Slight sell,-0.0927,0.3178,0.2867,DECLINED,0.0224,IMPROVED,True,False
ID_668715,668715,2024,Neutral,0.1478,0.3986,0.3666,,-0.0671,DECLINED,False,
ID_668804,668804,2024,Slight buy,0.1406,0.3446,0.3836,IMPROVED,0.042,IMPROVED,True,True
ID_668930,668930,2024,Sell high,-0.3203,0.3684,0.3201,DECLINED,-0.0655,DECLINED,True,True
ID_668939,668939,2024,Sell high,-0.1588,0.3724,0.3735,DECLINED,-0.0448,DECLINED,True,True
ID_668942,668942,2024,Slight sell,-0.0934,0.3815,0.3878,DECLINED,-0.0945,DECLINED,True,True
ID_669004,669004,2024,Buy low,0.3549,0.2748,0.3246,IMPROVED,0.004,FLAT,False,
ID_669016,669016,2024,Neutral,-0.02,0.3544,0.3651,,-0.032,DECLINED,False,
ID_669127,669127,2024,Buy low,0.4141,0.2718,0.3482,IMPROVED,0.0533,IMPROVED,True,True
ID_669134,669134,2024,Neutral,0.0064,0.3201,0.2884,,-0.03,DECLINED,False,
ID_669257,669257,2024,Sell high,-0.3001,0.4094,0.3675,DECLINED,-0.1029,DECLINED,True,True
ID_669261,669261,2024,Buy low,0.439,0.2492,0.3081,IMPROVED,0.0306,IMPROVED,True,True
ID_669289,669289,2024,Buy low,0.1996,0.2512,0.2506,IMPROVED,0.0694,IMPROVED,True,True
ID_669357,669357,2024,Buy low,0.1994,0.273,0.3135,IMPROVED,0.0336,IMPROVED,True,True
ID_669701,669701,2024,Sell high,-0.4948,0.4103,0.364,DECLINED,-0.056,DECLINED,True,True
ID_669707,669707,2024,Buy low,0.1882,0.2776,0.2949,IMPROVED,0.0021,FLAT,False,
ID_670032,670032,2024,Neutral,0.0296,0.2963,0.275,,0.0013,FLAT,False,
ID_670541,670541,2024,Buy low,0.6385,0.3526,0.4197,IMPROVED,0.0506,IMPROVED,True,True
ID_670623,670623,2024,Sell high,-0.1794,0.3567,0.3008,DECLINED,-0.013,FLAT,False,
ID_671277,671277,2024,Slight buy,0.1368,0.3056,0.3493,IMPROVED,0.0212,IMPROVED,True,True
ID_671289,671289,2024,Buy low,0.1587,0.3292,0.3323,IMPROVED,-0.0272,DECLINED,True,False
ID_671732,671732,2024,Neutral,0.0262,0.3154,0.3635,,0.0676,IMPROVED,False,
ID_671739,671739,2024,Sell high,-0.1962,0.3481,0.3189,DECLINED,-0.0752,DECLINED,True,True
ID_672275,672275,2024,Slight sell,-0.1325,0.3128,0.3555,DECLINED,0.0058,FLAT,False,
ID_672284,672284,2024,Sell high,-0.3384,0.3477,0.2916,DECLINED,-0.0429,DECLINED,True,True
ID_672386,672386,2024,Buy low,0.604,0.242,0.2949,IMPROVED,0.0603,IMPROVED,True,True
ID_672515,672515,2024,Buy low,0.3651,0.2844,0.3128,IMPROVED,0.0414,IMPROVED,True,True
ID_672580,672580,2024,Buy low,0.2793,0.3054,0.339,IMPROVED,-0.027,DECLINED,True,False
ID_673237,673237,2024,Neutral,-0.0214,0.3612,0.3206,,-0.0286,DECLINED,False,
ID_673490,673490,2024,Neutral,0.1282,0.3106,0.3088,,0.0145,FLAT,False,
ID_676059,676059,2024,Neutral,0.0008,0.3791,0.426,,-0.0377,DECLINED,False,
ID_676369,676369,2024,Slight sell,-0.098,0.3114,0.2915,DECLINED,-0.0395,DECLINED,True,True
ID_676475,676475,2024,Neutral,-0.0654,0.3624,0.3728,,-0.0122,FLAT,False,
ID_676609,676609,2024,Sell high,-0.2019,0.2987,0.3072,DECLINED,0.0162,IMPROVED,True,False
ID_676801,676801,2024,Neutral,-0.0712,0.3016,0.2658,,-0.019,DECLINED,False,
ID_676914,676914,2024,Neutral,0.0115,0.323,0.351,,-0.0334,DECLINED,False,
ID_677587,677587,2024,Neutral,0.0451,0.2792,0.2918,,-0.0016,FLAT,False,
ID_677594,677594,2024,Neutral,-0.039,0.2975,0.295,,0.036,IMPROVED,False,
ID_677800,677800,2024,Sell high,-0.2965,0.3798,0.3166,DECLINED,-0.0519,DECLINED,True,True
ID_677942,677942,2024,Sell high,-0.279,0.4409,0.3168,DECLINED,-0.197,DECLINED,True,True
ID_677951,677951,2024,Neutral,-0.0249,0.3962,0.4193,,0.0422,IMPROVED,False,
ID_678662,678662,2024,Slight sell,-0.098,0.3294,0.2688,DECLINED,0.0225,IMPROVED,True,False
ID_678882,678882,2024,Buy low,0.175,0.2629,0.2746,IMPROVED,0.0765,IMPROVED,True,True
ID_679032,679032,2024,Neutral,-0.0718,0.3064,0.2538,,-0.0453,DECLINED,False,
ID_679529,679529,2024,Neutral,0.0746,0.2673,0.2481,,-0.0093,FLAT,False,
ID_680700,680700,2024,Sell high,-0.4566,0.3917,0.348,DECLINED,-0.1048,DECLINED,True,True
ID_680757,680757,2024,Neutral,-0.0732,0.3818,0.359,,-0.0028,FLAT,False,
ID_680776,680776,2024,Neutral,-0.0012,0.3201,0.3235,,0.0806,IMPROVED,False,
ID_680777,680777,2024,Sell high,-0.2182,0.433,0.3459,DECLINED,-0.1366,DECLINED,True,True
ID_680869,680869,2024,Slight buy,0.1123,0.2596,0.2804,IMPROVED,0.0166,IMPROVED,True,True
ID_680977,680977,2024,Buy low,0.53,0.2963,0.3451,IMPROVED,0.0428,IMPROVED,True,True
ID_681082,681082,2024,Buy low,0.2997,0.3025,0.3079,IMPROVED,0.0127,FLAT,False,
ID_681297,681297,2024,Sell high,-0.4226,0.4088,0.3893,DECLINED,-0.0962,DECLINED,True,True
ID_681351,681351,2024,Neutral,-0.0549,0.3273,0.3375,,0.0404,IMPROVED,False,
ID_682829,682829,2024,Slight sell,-0.1302,0.4293,0.406,DECLINED,-0.0811,DECLINED,True,True
ID_682928,682928,2024,Neutral,0.0424,0.412,0.4091,,-0.0958,DECLINED,False,
ID_682985,682985,2024,Slight buy,0.1196,0.375,0.3923,IMPROVED,-0.0175,DECLINED,True,False
ID_682998,682998,2024,Buy low,0.2854,0.3,0.2997,IMPROVED,0.018,IMPROVED,True,True
ID_683002,683002,2024,Slight sell,-0.101,0.4196,0.3842,DECLINED,-0.0208,DECLINED,True,True
ID_683011,683011,2024,Sell high,-0.2476,0.3541,0.3203,DECLINED,-0.0558,DECLINED,True,True
ID_683734,683734,2024,Buy low,0.3416,0.238,0.2694,IMPROVED,0.0847,IMPROVED,True,True
ID_683737,683737,2024,Neutral,0.0083,0.3574,0.3734,,-0.0059,FLAT,False,
ID_686217,686217,2024,Neutral,-0.0522,0.3216,0.2898,,-0.0035,FLAT,False,
ID_686469,686469,2024,Buy low,0.4504,0.314,0.361,IMPROVED,0.0124,FLAT,False,
ID_686668,686668,2024,Sell high,-0.2792,0.337,0.2888,DECLINED,0.0116,FLAT,False,
ID_686823,686823,2024,Neutral,0.0233,0.3318,0.3205,,-0.0273,DECLINED,False,
ID_687263,687263,2024,Neutral,-0.0308,0.2843,0.2825,,0.0636,IMPROVED,False,
ID_687401,687401,2024,Slight sell,-0.1018,0.3389,0.3132,DECLINED,-0.0078,FLAT,False,
ID_690993,690993,2024,Buy low,0.7906,0.2098,0.3054,IMPROVED,0.1626,IMPROVED,True,True
ID_691026,691026,2024,Sell high,-0.3223,0.3392,0.318,DECLINED,-0.0213,DECLINED,True,True
ID_694192,694192,2024,Neutral,0.086,0.2984,0.264,,0.0455,IMPROVED,False,
ID_694384,694384,2024,Buy low,0.2728,0.3057,0.3003,IMPROVED,0.0366,IMPROVED,True,True
ID_694671,694671,2024,Neutral,0.0792,0.3215,0.3164,,-0.012,FLAT,False,
ID_696285,696285,2024,Slight sell,-0.1416,0.3195,0.3108,DECLINED,-0.0326,DECLINED,True,True
ID_701538,701538,2024,Buy low,0.1984,0.3196,0.3369,IMPROVED,0.0289,IMPROVED,True,True
ID_702358,702358,2024,Sell high,-0.3384,0.3565,0.2949,DECLINED,-0.1391,DECLINED,True,True
ID_807799,807799,2024,Neutral,-0.075,0.3697,0.3189,,-0.0264,DECLINED,False,
ID_457705,457705,2025,Sell high,-0.1951,0.3632,0.3635,DECLINED,-0.0657,DECLINED,True,True
ID_467793,467793,2025,Neutral,-0.0188,0.2752,0.27,,0.0386,IMPROVED,False,
ID_502054,502054,2025,Buy low,0.2818,0.2292,0.236,IMPROVED,0.1713,IMPROVED,True,True
ID_502671,502671,2025,Sell high,-0.5154,0.3862,0.3676,DECLINED,-0.0712,DECLINED,True,True
ID_514888,514888,2025,Neutral,-0.063,0.324,0.2634,,0.0429,IMPROVED,False,
ID_518692,518692,2025,Slight sell,-0.1077,0.4451,0.4524,DECLINED,-0.0917,DECLINED,True,True
ID_521692,521692,2025,Buy low,0.267,0.2967,0.3948,IMPROVED,0.0403,IMPROVED,True,True
ID_527038,527038,2025,Neutral,0.034,0.306,0.2819,,0.0168,IMPROVED,False,
ID_542303,542303,2025,Neutral,-0.0372,0.4122,0.4254,,-0.0893,DECLINED,False,
ID_543760,543760,2025,Buy low,0.5949,0.2407,0.3087,IMPROVED,0.0888,IMPROVED,True,True
ID_543807,543807,2025,Sell high,-0.3512,0.3887,0.3542,DECLINED,0.0026,FLAT,False,
ID_545361,545361,2025,Buy low,0.6321,0.3021,0.3565,IMPROVED,0.0725,IMPROVED,True,True
ID_547180,547180,2025,Buy low,0.3461,0.3496,0.3694,IMPROVED,0.0458,IMPROVED,True,True
ID_553993,553993,2025,Buy low,0.2035,0.3712,0.3619,IMPROVED,0.0199,IMPROVED,True,True
ID_571448,571448,2025,Neutral,0.065,0.3307,0.2951,,-0.0447,DECLINED,False,
