player_name,mlbam_id,year,signal,luck_score,era_actual,fip_actual,xera_actual,predicted_direction,actual_era_change,in_eval,correct
"Heaney, Andrew",571760,2024,Neutral,0.0,5.09,5.19,4.58,,-2.09,False,
"Law, Derek",571882,2024,Neutral,0.3084,6.06,3.16,4.74,,0.18,False,
"Mikolas, Miles",571945,2024,Neutral,-0.0351,4.18,3.94,5.41,,0.34,False,
"Paxton, James",572020,2024,Sell high,-0.4413,1.82,6.75,6.16,DECLINED,3.41,True,True
"Stroman, Marcus",573186,2024,Neutral,0.0,4.62,4.99,4.2,,-0.36,False,
"Kikuchi, Yusei",579328,2024,Neutral,0.1129,2.48,1.86,1.98,,3.16,False,
"Gausman, Kevin",592332,2024,Neutral,0.0844,6.08,4.07,5.73,,-1.27,False,
"Gray, Jon",592351,2024,Neutral,0.0215,2.61,1.99,4.02,,1.59,False,
"Williams, Trevor",592866,2024,Slight sell,-0.1172,2.03,2.29,3.49,DECLINED,0.42,True,True
"Lively, Ben",594902,2024,Sell high,-0.1575,1.76,2.9,3.05,DECLINED,1.71,True,True
"Weaver, Luke",596133,2024,Slight sell,-0.0737,2.75,3.86,2.74,DECLINED,1.39,True,True
"Gomber, Austin",596295,2024,Slight sell,-0.0905,4.0,4.99,4.46,DECLINED,1.08,True,True
"Vieira, Thyago",600986,2024,Neutral,0.0,5.74,6.1,4.5,,0.59,False,
"Bassitt, Chris",605135,2024,Neutral,-0.0044,4.6,5.69,6.28,,-1.28,False,
"Houser, Adrian",605288,2024,Neutral,0.1492,8.33,5.03,6.53,,-3.38,False,
"Nola, Aaron",605400,2024,Sell high,-0.6695,2.11,3.83,3.38,DECLINED,1.55,True,True
"Snell, Blake",605483,2024,Neutral,0.3207,12.06,5.72,4.84,,-10.34,False,
"Turnbull, Spencer",605513,2024,Sell high,-0.3193,1.67,2.95,2.87,DECLINED,2.43,True,True
"Rea, Colin",607067,2024,Sell high,-0.4225,3.43,4.83,6.01,DECLINED,0.17,True,True
"Rodón, Carlos",607074,2024,Sell high,-0.1705,1.95,3.82,2.93,DECLINED,3.0,True,True
"Glasnow, Tyler",607192,2024,Neutral,0.0891,2.09,1.81,1.51,,1.92,False,
"Fedde, Erick",607200,2024,Sell high,-0.1894,2.4,3.5,2.6,DECLINED,0.86,True,True
"Martinez, Nick",607259,2024,Buy low,0.4773,6.11,2.42,3.59,IMPROVED,-2.7,True,True
"Freeland, Kyle",607536,2024,Neutral,0.1914,9.17,4.97,4.95,,-6.34,False,
"Lugo, Seth",607625,2024,Sell high,-0.5291,2.17,4.14,6.03,DECLINED,0.33,True,True
"Fried, Max",608331,2024,Neutral,0.0316,3.6,3.5,2.89,,-0.55,False,
"Irvin, Cole",608344,2024,Sell high,-0.1778,2.83,3.47,4.09,DECLINED,4.01,True,True
"Wacha, Michael",608379,2024,Neutral,0.0156,4.01,3.78,4.38,,-1.12,False,
"Suter, Brent",608718,2024,Slight sell,-0.1446,3.74,4.58,5.89,DECLINED,1.19,True,True
"Quantrill, Cal",615698,2024,Sell high,-0.209,3.27,5.1,3.34,DECLINED,0.45,True,True
"Eflin, Zach",621107,2024,Neutral,0.1285,3.38,2.59,3.24,,1.18,False,
"Berríos, José",621244,2024,Sell high,-0.9016,0.73,3.29,4.2,DECLINED,4.67,True,True
"Banks, Tanner",621383,2024,Buy low,1.0617,12.0,3.3,4.92,IMPROVED,-6.91,True,True
"Castillo, Luis",622491,2024,Buy low,0.375,4.11,2.76,2.94,IMPROVED,-1.0,True,True
"Severino, Luis",622663,2024,Neutral,-0.0533,2.86,3.1,3.31,,0.9,False,
"Flexen, Chris",623167,2024,Slight sell,-0.0864,4.44,5.4,5.5,DECLINED,1.37,True,True
"Suarez, Ranger",624133,2024,Sell high,-0.599,0.78,2.29,1.25,DECLINED,4.11,True,True
"López, Reynaldo",625643,2024,Sell high,-0.1852,0.73,2.65,2.04,DECLINED,1.46,True,True
"Maeda, Kenta",628317,2024,Neutral,0.0,4.5,5.1,3.17,,2.32,False,
"Manaea, Sean",640455,2024,Neutral,0.0244,3.45,2.93,5.36,,0.3,False,
"López, Pablo",641154,2024,Neutral,0.1353,5.55,4.17,3.01,,-1.19,False,
"Alexander, Tyler",641302,2024,Neutral,0.0,3.51,4.27,2.4,,3.3,False,
"Cortes, Nestor",641482,2024,Neutral,0.0,3.18,3.81,2.04,,0.8,False,
"Dunning, Dane",641540,2024,Sell high,-0.1995,4.15,4.87,5.5,DECLINED,0.42,True,True
"Hudson, Dakota",641712,2024,Neutral,0.134,6.46,4.63,4.51,,-1.96,False,
"Littell, Zack",641793,2024,Buy low,0.236,4.33,2.73,3.61,IMPROVED,0.93,True,False
"Ober, Bailey",641927,2024,Sell high,-0.2084,0.9,1.9,1.2,DECLINED,2.77,True,True
"Yarbrough, Ryan",642232,2024,Neutral,-0.0239,3.38,4.41,2.91,,1.16,False,
"Peralta, Freddy",642547,2024,Buy low,0.0565,3.63,2.65,4.38,IMPROVED,0.95,True,False
"Santana, Dennis",642701,2024,Neutral,0.1702,4.2,2.7,3.71,,3.09,False,
"Soroka, Michael",647336,2024,Neutral,-0.0684,5.72,7.23,7.13,,0.09,False,
"King, Michael",650633,2024,Neutral,0.031,5.97,5.86,4.57,,-3.64,False,
"Civale, Aaron",650644,2024,Buy low,0.1423,6.23,4.35,4.03,IMPROVED,-1.28,True,True
"Sánchez, Cristopher",650911,2024,Buy low,0.2186,3.77,2.54,3.1,IMPROVED,-1.28,True,True
"Canning, Griffin",656288,2024,Neutral,0.1507,7.71,4.92,4.26,,-3.83,False,
"Cease, Dylan",656302,2024,Neutral,0.0195,3.19,2.91,3.53,,0.89,False,
"Faedo, Alex",656412,2024,Slight sell,-0.1337,3.38,6.31,4.19,DECLINED,1.38,True,True
"Flaherty, Jack",656427,2024,Buy low,0.6283,6.69,3.53,4.06,IMPROVED,-4.21,True,True
"Houck, Tanner",656557,2024,Sell high,-0.1561,1.77,1.74,2.81,DECLINED,1.76,True,True
"Keller, Mitch",656605,2024,Neutral,0.1205,4.75,3.99,4.93,,-1.9,False,
"Webb, Logan",657277,2024,Sell high,-0.2567,2.29,2.59,5.08,DECLINED,2.18,True,True
"Schmidt, Clarke",657376,2024,Neutral,0.0,2.75,3.51,4.18,,-1.41,False,
"Ryan, Joe",657746,2024,Buy low,0.322,5.09,2.88,1.56,IMPROVED,-1.17,True,True
"Suarez, José",660761,2024,Neutral,0.2463,11.88,6.88,6.37,,-2.14,False,
"Clase, Emmanuel",661403,2024,Neutral,0.0377,2.3,1.44,3.24,,-0.57,False,
"Gil, Luis",661563,2024,Neutral,0.0,2.36,3.1,1.93,,0.06,False,
"Waldron, Matt",663362,2024,Neutral,-0.0586,3.26,3.63,4.22,,0.88,False,
"Feltner, Ryan",663372,2024,Buy low,0.2291,5.31,3.64,2.68,IMPROVED,0.54,True,False
"McKenzie, Triston",663474,2024,Neutral,0.0,5.32,5.55,4.68,,-0.05,False,
"Mize, Casey",663554,2024,Slight sell,-0.1236,2.48,2.98,3.34,DECLINED,2.38,True,True
"Falter, Bailey",663559,2024,Sell high,-0.2889,1.54,3.36,3.1,DECLINED,2.17,True,True
"Lambert, Peter",663567,2024,Buy low,0.6207,7.11,2.31,3.77,IMPROVED,-1.24,True,True
"Irvin, Jake",663623,2024,Buy low,0.0819,4.37,3.23,4.61,IMPROVED,-0.5,True,True
"Sandoval, Patrick",663776,2024,Neutral,0.2411,6.2,3.51,4.41,,-1.51,False,
"Hicks, Jordan",663855,2024,Sell high,-0.2465,1.83,3.39,2.17,DECLINED,3.67,True,True
"Singer, Brady",663903,2024,Slight sell,-0.1485,3.33,4.58,5.1,DECLINED,0.06,True,True
"Paddack, Chris",663978,2024,Neutral,0.0354,5.54,4.68,5.41,,-1.21,False,
"Kremer, Dean",665152,2024,Neutral,-0.0686,3.89,3.97,5.14,,1.51,False,
"Cabrera, Edward",665795,2024,Buy low,0.3883,5.4,2.3,3.57,IMPROVED,0.56,True,False
"Assad, Javier",665871,2024,Sell high,-0.1539,2.23,3.25,2.58,DECLINED,1.82,True,True
"Ragans, Cole",666142,2024,Neutral,0.3002,3.3,1.5,3.43,,-0.28,False,
"Lodolo, Nick",666157,2024,Neutral,-0.0242,1.69,1.35,2.96,,2.6,False,
"Luzardo, Jesús",666200,2024,Neutral,0.113,7.46,5.27,5.36,,-3.78,False,
"Muller, Kyle",666205,2024,Neutral,0.0,3.79,4.05,2.67,,1.21,False,
"Cano, Yennier",666974,2024,Neutral,0.1302,6.89,4.5,3.88,,-1.83,False,
"Soriano, José",667755,2024,Neutral,0.0647,5.33,4.21,5.4,,-1.73,False,
"Gallen, Zac",668678,2024,Neutral,0.0,2.73,3.13,3.38,,1.98,False,
"Greene, Hunter",668881,2024,Neutral,0.3108,3.94,2.43,1.49,,-1.36,False,
"Ashcraft, Graham",668933,2024,Buy low,0.1808,4.72,3.8,3.17,IMPROVED,0.1,True,False
"Gore, MacKenzie",669022,2024,Neutral,0.0,2.9,2.94,3.64,,2.87,False,
"Wilson, Bryse",669060,2024,Slight sell,-0.101,3.63,5.23,3.91,DECLINED,0.89,True,True
"Nelson, Ryne",669194,2024,Slight buy,0.0719,5.23,4.41,3.48,IMPROVED,-0.69,True,True
"Burnes, Corbin",669203,2024,Neutral,0.0,3.51,4.21,3.8,,-0.81,False,
"Gilbert, Logan",669302,2024,Sell high,-0.3132,2.18,3.62,3.65,DECLINED,0.86,True,True
"Skubal, Tarik",669373,2024,Neutral,0.0376,2.37,2.24,1.64,,0.11,False,
"Rogers, Trevor",669432,2024,Buy low,0.1439,4.15,2.73,4.07,IMPROVED,0.56,True,False
"Blanco, Ronel",669854,2024,Sell high,-0.4036,1.41,3.41,1.48,DECLINED,1.71,True,True
"Kirby, George",669923,2024,Buy low,0.5108,4.4,1.83,3.17,IMPROVED,-1.65,True,True
"Francis, Bowden",670102,2024,Neutral,0.1683,9.68,5.99,5.92,,-3.71,False,
"Winckowski, Josh",670174,2024,Neutral,0.4324,7.11,3.05,5.19,,-4.29,False,
"Abbott, Andrew",671096,2024,Neutral,0.0,3.82,4.56,2.94,,-0.6,False,
"Allen, Logan",671106,2024,Neutral,0.0467,5.7,5.2,4.82,,-0.97,False,
"Detmers, Reid",672282,2024,Buy low,0.1871,3.72,2.65,2.6,IMPROVED,5.37,True,False
"Buttó, José",676130,2024,Sell high,-0.2436,1.93,2.99,4.17,DECLINED,0.29,True,True
"Bibee, Tanner",676440,2024,Neutral,-0.0127,3.09,3.54,3.25,,0.4,False,
"Sears, JP",676664,2024,Sell high,-0.1521,3.68,4.67,4.62,DECLINED,1.68,True,True
"Crawford, Kutter",676710,2024,Neutral,0.0,1.98,2.22,2.69,,2.82,False,
"Winn, Keaton",676775,2024,Neutral,0.0,3.31,3.5,4.15,,8.0,False,
"Brown, Ben",676962,2024,Sell high,-0.2172,1.69,2.3,4.67,DECLINED,2.17,True,True
"Crochet, Garrett",676979,2024,Neutral,0.2033,6.59,4.53,2.49,,-4.47,False,
"Cecconi, Slade",677944,2024,Neutral,0.0,2.5,3.16,0.68,,3.7,False,
"Weathers, Ryan",677960,2024,Neutral,-0.0517,4.5,4.98,5.65,,-1.74,False,
"Bello, Brayan",678394,2024,Neutral,0.0,3.62,3.65,3.59,,2.02,False,
"Marsh, Alec",679525,2024,Neutral,-0.0568,3.19,3.0,4.97,,2.45,False,
"Rodriguez, Grayson",680570,2024,Neutral,0.1496,5.32,3.69,4.14,,-1.83,False,
"Parker, Mitchell",680730,2024,Sell high,-0.1585,0.78,1.45,2.46,DECLINED,4.23,True,True
"Vodnik, Victor",680767,2024,Neutral,0.201,4.8,3.17,3.48,,2.05,False,
"Olson, Reese",681857,2024,Neutral,0.2065,3.77,2.44,3.62,,-0.49,False,
"Miller, Bryce",682243,2024,Sell high,-0.3799,1.17,3.97,3.83,DECLINED,3.29,True,True
"Jones, Jared",683003,2024,Slight sell,-0.1045,2.86,4.37,3.67,DECLINED,1.59,True,True
"Imanaga, Shota",684007,2024,Sell high,-0.2256,1.42,2.25,2.27,DECLINED,2.16,True,True
"Slaten, Justin",686580,2024,Sell high,-0.1663,1.0,1.93,2.7,DECLINED,4.97,True,True
"Brown, Hunter",686613,2024,Neutral,0.2477,10.9,5.35,6.35,,-8.18,False,
"Pepiot, Ryan",686752,2024,Slight sell,-0.095,2.67,3.04,2.21,DECLINED,0.76,True,True
"Jarvis, Bryce",686826,2024,Neutral,-0.0649,3.0,4.97,4.26,,0.57,False,
"Spence, Mitch",687765,2024,Neutral,0.0946,3.38,2.54,3.0,,1.67,False,
"Harrison, Kyle",690986,2024,Buy low,0.1558,4.5,3.18,3.88,IMPROVED,-0.62,True,True
"Pfaadt, Brandon",694297,2024,Buy low,0.2409,5.4,3.73,3.21,IMPROVED,-1.93,True,True
"Stone, Gavin",694813,2024,Neutral,0.0795,5.48,4.01,4.79,,-2.99,False,
"Yamamoto, Yoshinobu",808967,2024,Neutral,0.0,2.82,2.83,3.62,,0.22,False,
"Verlander, Justin",434378,2025,Neutral,0.1251,5.26,4.11,3.7,,-0.12,False,
"Morton, Charlie",450203,2025,Neutral,0.13,8.49,7.04,5.36,,-4.34,False,
"Quintana, Jose",500779,2025,Sell high,-0.2962,1.16,3.4,4.41,DECLINED,4.18,True,True
"Kelly, Merrill",518876,2025,Neutral,0.0125,4.94,4.6,5.28,,-1.6,False,
"Sale, Chris",519242,2025,Buy low,0.2325,4.75,3.46,3.24,IMPROVED,-3.51,True,True
"Anderson, Tyler",542881,2025,Sell high,-0.3022,2.51,4.57,3.13,DECLINED,2.54,True,True
"Eovaldi, Nathan",543135,2025,Neutral,0.0617,2.45,2.04,3.15,,-1.25,False,
"Gray, Sonny",543243,2025,Neutral,-0.0112,3.68,3.54,4.17,,1.0,False,
"Hendricks, Kyle",543294,2025,Neutral,0.0,5.56,5.84,5.16,,-1.17,False,
"Lorenzen, Michael",547179,2025,Neutral,-0.029,3.48,4.14,3.87,,1.7,False,
"Wheeler, Zack",554430,2025,Neutral,0.1125,3.35,3.13,1.6,,-1.21,False,
"Boyd, Matthew",571510,2025,Neutral,0.0553,4.18,3.78,3.61,,-1.48,False,
"Corbin, Patrick",571578,2025,Neutral,0.0,3.86,4.55,4.74,,-0.26,False,
"Heaney, Andrew",571760,2025,Slight sell,-0.1399,2.64,3.26,3.08,DECLINED,3.36,True,True
"Matz, Steven",571927,2025,Neutral,-0.0295,2.25,1.75,2.85,,4.21,False,
"Mikolas, Miles",571945,2025,Neutral,0.1829,4.56,2.8,4.34,,0.56,False,
"Kikuchi, Yusei",579328,2025,Neutral,0.0,4.56,4.93,4.57,,-1.22,False,
"Gausman, Kevin",592332,2025,Buy low,0.1174,4.88,3.86,3.7,IMPROVED,-1.36,True,True
"Ray, Robbie",592662,2025,Neutral,0.0,3.6,4.5,4.02,,-0.66,False,
"Taillon, Jameson",592791,2025,Slight sell,-0.1284,2.48,3.44,3.47,DECLINED,2.29,True,True
"Walker, Taijuan",592836,2025,Neutral,0.0,3.57,3.81,4.02,,0.99,False,
"Williams, Trevor",592866,2025,Neutral,0.0389,4.2,4.0,3.69,,1.88,False,
"Rodriguez, Eduardo",593958,2025,Buy low,0.4097,6.26,3.36,3.24,IMPROVED,-0.36,True,True
"deGrom, Jacob",594798,2025,Neutral,0.036,2.96,4.05,2.78,,-0.53,False,
"Pivetta, Nick",601713,2025,Neutral,-0.0487,1.93,2.39,2.56,,1.51,False,
"Bassitt, Chris",605135,2025,Neutral,0.0388,2.54,2.29,2.38,,2.08,False,
"Holmes, Clay",605280,2025,Neutral,0.0632,2.05,1.69,1.36,,1.67,False,
"Springs, Jeffrey",605488,2025,Neutral,0.1597,8.74,6.36,4.99,,-4.89,False,
"Rea, Colin",607067,2025,Neutral,0.0073,1.17,1.34,0.93,,3.79,False,
"Rodón, Carlos",607074,2025,Neutral,0.0766,4.0,3.82,2.39,,-0.7,False,
"Fedde, Erick",607200,2025,Neutral,0.0083,5.47,5.26,5.4,,0.21,False,
"Martinez, Nick",607259,2025,Slight buy,0.0242,4.26,3.65,4.65,IMPROVED,-0.05,True,True
"Freeland, Kyle",607536,2025,Buy low,0.4918,7.4,3.35,4.18,IMPROVED,-1.57,True,True
"Lugo, Seth",607625,2025,Sell high,-0.2575,3.09,4.41,4.14,DECLINED,-0.02,True,False
"Fried, Max",608331,2025,Sell high,-0.3722,1.12,2.76,3.03,DECLINED,2.3,True,True
"Sugano, Tomoyuki",608372,2025,Sell high,-0.3745,2.79,5.1,5.28,DECLINED,2.49,True,True
"Wacha, Michael",608379,2025,Sell high,-0.178,1.61,2.71,3.38,DECLINED,1.54,True,True
"Márquez, Germán",608566,2025,Neutral,0.2787,11.0,5.32,5.77,,-5.55,False,
"Quantrill, Cal",615698,2025,Neutral,0.0946,7.36,4.83,6.09,,-4.0,False,
"Buehler, Walker",621111,2025,Neutral,-0.0251,3.38,4.02,3.95,,3.87,False,
"Berríos, José",621244,2025,Slight sell,-0.1311,2.86,4.23,3.69,DECLINED,1.16,True,True
"Castillo, Luis",622491,2025,Neutral,-0.0105,3.67,3.62,3.99,,-0.21,False,
"Senzatela, Antonio",622608,2025,Neutral,0.0509,6.66,6.14,5.4,,0.82,False,
"Severino, Luis",622663,2025,Neutral,0.0473,4.06,3.76,4.09,,2.26,False,
"Brazobán, Huascar",623211,2025,Slight sell,-0.1189,3.0,3.83,3.76,DECLINED,2.83,True,True
"López, Pablo",641154,2025,Neutral,-0.0145,1.96,2.19,1.66,,1.53,False,
"Alexander, Tyler",641302,2025,Buy low,0.2632,5.57,3.39,4.4,IMPROVED,-1.37,True,True
"Littell, Zack",641793,2025,Neutral,-0.007,5.93,6.69,6.33,,-2.89,False,
"Mahle, Tyler",641816,2025,Sell high,-0.2784,0.91,2.46,2.45,DECLINED,1.71,True,True
"Ober, Bailey",641927,2025,Sell high,-0.2133,1.8,3.33,2.95,DECLINED,4.59,True,True
"Peralta, Freddy",642547,2025,Sell high,-0.3961,1.05,3.45,2.52,DECLINED,2.35,True,True
"Alcantara, Sandy",645261,2025,Neutral,0.1023,8.86,6.24,6.98,,-2.83,False,
"Sánchez, Cristopher",650911,2025,Buy low,0.1507,4.15,3.18,2.51,IMPROVED,-2.03,True,True
"Bird, Jake",656234,2025,Neutral,-0.0221,1.65,1.81,1.79,,8.19,False,
"Canning, Griffin",656288,2025,Neutral,-0.0659,2.13,2.9,3.79,,2.16,False,
"Cease, Dylan",656302,2025,Buy low,0.4299,6.2,3.02,3.66,IMPROVED,-1.51,True,True
"Flaherty, Jack",656427,2025,Neutral,0.0,3.38,3.59,3.22,,1.67,False,
"Holmes, Grant",656550,2025,Sell high,-0.2289,2.74,5.23,4.37,DECLINED,1.18,True,True
"Keller, Mitch",656605,2025,Neutral,0.0297,4.18,3.53,5.57,,-0.27,False,
"Megill, Tylor",656731,2025,Neutral,0.0134,2.39,2.34,2.13,,4.3,False,
"Newcomb, Sean",656794,2025,Neutral,0.3225,5.12,2.48,3.79,,-0.23,False,
"Peterson, David",656849,2025,Neutral,0.0528,3.12,2.18,4.29,,-0.21,False,
"Rasmussen, Drew",656876,2025,Neutral,0.0097,3.2,2.9,3.88,,-0.14,False,
"Webb, Logan",657277,2025,Neutral,0.3212,2.8,1.6,2.09,,1.08,False,
"Ryan, Joe",657746,2025,Neutral,0.0,3.45,3.41,2.92,,-0.76,False,
"Martin, Davis",663436,2025,Neutral,0.0,4.23,4.58,5.83,,-0.42,False,
"Bubic, Kris",663460,2025,Slight sell,-0.0974,2.97,3.03,4.4,DECLINED,0.14,True,True
"Mize, Casey",663554,2025,Slight sell,-0.1436,2.17,4.03,1.49,DECLINED,2.67,True,True
"Falter, Bailey",663559,2025,Neutral,0.0948,6.38,5.43,4.04,,-3.5,False,
"Irvin, Jake",663623,2025,Slight sell,-0.1301,3.96,4.64,4.37,DECLINED,1.33,True,True
"Hicks, Jordan",663855,2025,Buy low,0.1748,5.26,3.76,4.61,IMPROVED,0.7,True,False
"Singer, Brady",663903,2025,Slight buy,0.0699,4.78,4.09,4.25,IMPROVED,0.35,True,False
"Paddack, Chris",663978,2025,Neutral,-0.0182,3.38,4.31,3.28,,0.97,False,
"Valdez, Framber",664285,2025,Buy low,0.1437,4.66,3.72,4.23,IMPROVED,-2.41,True,True
"Kremer, Dean",665152,2025,Neutral,0.0304,6.48,5.82,5.92,,-3.05,False,
"Cabrera, Edward",665795,2025,Neutral,0.0799,6.63,5.47,4.76,,-3.91,False,
"Lodolo, Nick",666157,2025,Neutral,-0.0695,2.43,3.17,2.64,,1.1,False,
"Luzardo, Jesús",666200,2025,Neutral,-0.0078,2.08,1.91,2.76,,3.15,False,
"Soriano, José",667755,2025,Slight buy,0.027,5.0,4.43,4.69,IMPROVED,-1.09,True,True
"Gallen, Zac",668678,2025,Buy low,0.1587,5.02,3.9,3.32,IMPROVED,0.55,True,False
"Greene, Hunter",668881,2025,Slight sell,-0.1246,2.53,3.41,2.84,DECLINED,0.33,True,True
"Williams, Gavin",668909,2025,Neutral,0.0353,6.35,5.39,6.36,,-3.3,False,
"Gore, MacKenzie",669022,2025,Buy low,0.2405,4.19,3.1,3.71,IMPROVED,-0.29,True,True
"Wilson, Bryse",669060,2025,Neutral,-0.0644,5.28,7.08,7.18,,3.95,False,
"May, Dustin",669160,2025,Buy low,0.125,4.33,3.29,4.06,IMPROVED,0.85,True,False
"Nelson, Ryne",669194,2025,Neutral,0.2149,4.11,2.32,3.07,,-1.45,False,
"Burnes, Corbin",669203,2025,Neutral,0.0,4.5,4.97,5.29,,-3.06,False,
"Gilbert, Logan",669302,2025,Neutral,0.118,2.7,1.9,1.29,,1.95,False,
"Baz, Shane",669358,2025,Slight sell,-0.0807,1.84,2.9,1.73,DECLINED,2.85,True,True
"Skubal, Tarik",669373,2025,Neutral,0.0333,1.55,1.34,1.45,,0.22,False,
"Mlodzinski, Carmen",669387,2025,Neutral,0.0403,4.5,3.74,5.12,,-1.55,False,
"Liberatore, Matthew",669461,2025,Neutral,0.1986,2.97,1.88,2.57,,1.72,False,
"Pallante, Andre",669467,2025,Neutral,0.0,4.28,5.33,4.53,,0.49,False,
"Hanifee, Brenan",669724,2025,Neutral,0.134,3.6,2.5,2.94,,2.69,False,
"Francis, Bowden",670102,2025,Neutral,0.0,6.75,7.14,7.0,,0.56,False,
"Abbott, Andrew",671096,2025,Neutral,0.047,3.6,4.63,2.0,,-1.24,False,
"Allen, Logan",671106,2025,Slight sell,-0.075,3.2,4.24,4.52,DECLINED,1.21,True,True
"Bradley, Taj",671737,2025,Neutral,0.0,4.3,4.91,3.54,,0.18,False,
"Senga, Kodai",673540,2025,Neutral,0.0026,1.95,2.74,2.49,,0.47,False,
"Bido, Osvaldo",674370,2025,Neutral,0.0314,4.85,6.02,4.45,,4.97,False,
"Hancock, Emerson",676106,2025,Neutral,0.0373,3.94,3.6,3.59,,1.03,False,
"Bibee, Tanner",676440,2025,Neutral,-0.0338,5.54,7.22,4.84,,-0.66,False,
"Casparius, Ben",676508,2025,Neutral,0.1705,3.38,1.98,1.91,,1.78,False,
"Sears, JP",676664,2025,Slight sell,-0.0851,2.67,3.51,2.9,DECLINED,3.33,True,True
"Brown, Ben",676962,2025,Neutral,0.2424,6.11,3.72,5.32,,0.24,False,
"Meyer, Max",676974,2025,Neutral,0.0889,3.54,2.71,3.94,,3.75,False,
"Crochet, Garrett",676979,2025,Sell high,-0.1832,1.86,2.63,3.06,DECLINED,0.52,True,True
"Rocker, Kumar",677958,2025,Neutral,0.3291,5.71,2.87,4.63,,-1.28,False,
"Woods Richardson, Simeon",680573,2025,Neutral,0.0,3.8,3.86,5.4,,0.59,False,
"Parker, Mitchell",680730,2025,Neutral,0.0,3.73,3.9,3.42,,2.84,False,
"Burke, Sean",680732,2025,Neutral,0.05,8.41,7.53,7.24,,-4.21,False,
"Schwellenbach, Spencer",680885,2025,Neutral,0.0898,3.94,3.38,4.0,,-0.28,False,
"Vásquez, Randy",681190,2025,Sell high,-0.2006,3.38,5.16,6.16,DECLINED,0.02,True,True
"Smith, Shane",681343,2025,Slight sell,-0.1166,2.27,3.01,3.79,DECLINED,4.14,True,True
"Leahy, Kyle",681517,2025,Sell high,-0.1886,1.56,3.45,2.3,DECLINED,2.83,True,True
"Olson, Reese",681857,2025,Slight sell,-0.1113,1.63,2.45,3.46,DECLINED,1.2,True,True
"Ortiz, Luis",682847,2025,Neutral,-0.0144,3.25,3.82,3.3,,0.79,False,
"Priester, Quinn",682990,2025,Neutral,-0.0645,3.38,4.33,4.68,,0.0,False,
"Imanaga, Shota",684007,2025,Slight sell,-0.0848,3.86,5.39,5.08,DECLINED,-0.72,True,False
"Cannon, Jonathan",686563,2025,Neutral,0.0,5.0,5.43,3.98,,-0.23,False,
"Brown, Hunter",686613,2025,Slight sell,-0.0772,0.88,1.34,1.4,DECLINED,2.27,True,True
"Pepiot, Ryan",686752,2025,Neutral,0.0,4.94,6.21,5.08,,-1.11,False,
"Kochanowicz, Jack",686799,2025,Neutral,-0.0054,5.19,5.83,5.57,,0.71,False,
"Gusto, Ryan",687473,2025,Neutral,0.0037,3.28,3.14,3.41,,2.65,False,
"Spence, Mitch",687765,2025,Neutral,0.2639,5.06,3.16,3.3,,0.37,False,
"Woo, Bryan",693433,2025,Neutral,0.1018,3.46,2.75,2.5,,-0.12,False,
"Elder, Bryce",693821,2025,Neutral,0.0,5.4,5.95,4.54,,1.04,False,
"Pfaadt, Brandon",694297,2025,Slight sell,-0.1402,2.48,3.76,4.65,DECLINED,3.73,True,True
"Patrick, Chad",694477,2025,Sell high,-0.1767,1.5,3.68,3.37,DECLINED,2.22,True,True
"Roupp, Landen",694738,2025,Slight buy,0.1454,4.6,3.92,3.09,IMPROVED,-1.65,True,True
"Skenes, Paul",694973,2025,Neutral,0.2509,2.78,1.71,1.05,,-1.07,False,
"Lord, Brad",695418,2025,Neutral,-0.0446,3.86,3.59,5.28,,-0.6,False,
"Jobe, Jackson",695549,2025,Neutral,0.0135,3.2,3.76,2.74,,1.9,False,
"Povich, Cade",700249,2025,Neutral,0.0051,6.29,6.14,6.4,,-0.67,False,
"Warren, Will",701542,2025,Neutral,0.0354,4.94,4.07,4.78,,-0.72,False,
"Dollander, Chase",801403,2025,Neutral,0.0846,7.66,6.51,5.61,,-0.91,False,
"Birdsong, Hayden",806185,2025,Sell high,-0.1573,1.12,2.79,2.98,DECLINED,5.21,True,True
"Yamamoto, Yoshinobu",808967,2025,Neutral,0.0,1.14,1.66,1.41,,2.43,False,
