pitcher,year,era,fip,era_fip_gap,ip,signal_e,signal_f,signal_g,signal_h,outcome,era_change
642232,2023,3.6,4.4,-0.8000000000000003,16.666666666666668,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,IMPROVED,-0.54
642545,2023,7.59,4.69,2.8999999999999995,16.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.9
642547,2023,3.18,2.78,0.40000000000000036,28.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.73
645261,2023,4.81,3.35,1.4599999999999995,24.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-0.7299999999999995
650633,2023,1.59,1.51,0.08000000000000007,15.666666666666666,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.2699999999999996
656234,2023,0.75,1.68,-0.9299999999999999,18.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,IMPROVED,-0.75
656288,2023,3.6,3.83,-0.22999999999999998,15.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.4199999999999995
656302,2023,5.62,4.35,1.2700000000000005,24.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.12
656427,2023,3.98,4.65,-0.6700000000000004,31.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.010000000000000231
656557,2023,4.91,3.92,0.9900000000000002,25.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.3700000000000001
656605,2023,2.9,3.07,-0.16999999999999993,31.0,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,1.4300000000000002
656629,2023,6.66,6.92,-0.2599999999999998,25.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.31
656731,2023,3.96,5.62,-1.6600000000000001,25.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.59
656756,2023,3.09,2.33,0.7599999999999998,35.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.9900000000000002
657006,2023,2.02,2.96,-0.94,35.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.4
657277,2023,4.75,3.5,1.25,30.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-2.0
657376,2023,7.82,4.99,2.83,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.49
657508,2023,0.0,2.35,-2.35,15.666666666666666,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,7.0
657746,2023,3.09,2.85,0.23999999999999977,32.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.1900000000000004
660261,2023,10.59,5.92,4.67,18.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-5.359999999999999
660271,2023,2.28,2.96,-0.6800000000000002,27.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.9200000000000004
663556,2023,2.28,3.32,-1.04,27.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.12
663776,2023,4.26,3.97,0.2899999999999996,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.36999999999999966
663903,2023,7.98,4.7,3.2800000000000002,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.5700000000000003
664285,2023,3.51,3.4,0.10999999999999988,33.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.050000000000000266
664299,2023,3.14,3.97,-0.8300000000000001,28.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.19
665152,2023,6.28,5.47,0.8100000000000005,28.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.45
665795,2023,4.0,5.14,-1.1399999999999997,27.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.16999999999999993
666129,2023,2.45,2.37,0.08000000000000007,22.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.7800000000000002
666200,2023,4.0,3.36,0.6400000000000001,27.0,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,IMPROVED,-0.9300000000000002
666201,2023,3.9,4.65,-0.7500000000000004,27.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.8599999999999999
666214,2023,4.35,3.78,0.5699999999999998,22.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.2300000000000004
666745,2023,2.49,3.52,-1.0299999999999998,22.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.6799999999999997
668678,2023,1.38,1.39,-0.010000000000000009,32.666666666666664,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,2.2600000000000002
668881,2023,2.96,1.46,1.5,24.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.67
668933,2023,1.8,3.43,-1.6300000000000001,30.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.5
669022,2023,2.7,3.25,-0.5499999999999998,26.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.21
669060,2023,1.88,2.26,-0.3799999999999999,16.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.5700000000000003
669194,2023,6.39,4.84,1.5499999999999998,31.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.7999999999999998
669203,2023,3.58,3.64,-0.06000000000000005,27.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.1299999999999999
669302,2023,3.95,3.06,0.8900000000000001,27.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,FLAT,-0.33000000000000007
669330,2023,2.79,3.62,-0.8300000000000001,29.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.3899999999999997
669438,2023,6.32,5.08,1.2400000000000002,17.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.39000000000000057
669456,2023,3.73,3.51,0.2200000000000002,31.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.52
669713,2023,3.48,4.75,-1.27,22.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.3799999999999999
669923,2023,2.97,2.14,0.8300000000000001,30.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.73
670174,2023,1.65,2.92,-1.27,18.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.85
670912,2023,5.01,3.56,1.4499999999999997,32.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.0199999999999996
671737,2023,3.52,2.19,1.33,15.333333333333334,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.36
672282,2023,5.13,3.86,1.27,26.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.2599999999999998
672710,2023,3.67,2.66,1.0099999999999998,27.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.9900000000000002
673540,2023,3.76,5.19,-1.4300000000000006,26.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.5599999999999996
675540,2023,2.12,2.92,-0.7999999999999998,18.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.41999999999999993
675627,2023,6.32,4.31,2.0100000000000007,15.666666666666666,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.20999999999999996
675911,2023,1.8,1.37,0.42999999999999994,30.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.6500000000000004
676477,2023,6.0,5.7,0.2999999999999998,15.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.8700000000000001
676664,2023,6.04,5.27,0.7700000000000005,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.61
676710,2023,3.7,4.05,-0.34999999999999964,24.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.22999999999999998
680570,2023,2.96,2.73,0.22999999999999998,24.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.9699999999999998
680686,2023,2.7,3.97,-1.27,33.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.9899999999999998
686610,2023,6.1,6.84,-0.7400000000000002,31.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.3600000000000003
686613,2023,3.07,1.94,1.13,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.4100000000000006
687330,2023,2.77,1.48,1.29,16.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.77
693821,2023,1.88,3.59,-1.71,28.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.63
450203,2024,4.08,3.18,0.8999999999999999,35.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.33999999999999986
458681,2024,4.05,5.09,-1.04,26.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.0600000000000005
471911,2024,3.44,5.34,-1.9,18.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.0000000000000004
500779,2024,3.07,4.02,-0.9499999999999997,29.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.5500000000000003
502043,2024,5.35,5.26,0.08999999999999986,37.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.1899999999999995
502085,2024,3.38,0.85,2.53,15.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.81
502624,2024,1.06,3.92,-2.86,19.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,4.34
506433,2024,5.95,4.88,1.0700000000000003,19.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.79
519242,2024,3.13,2.78,0.3500000000000001,31.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.08
527048,2024,2.65,2.84,-0.18999999999999995,34.0,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,4.15
542881,2024,2.36,5.31,-2.9499999999999997,34.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.0
542888,2024,3.6,1.1,2.5,15.333333333333334,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.3999999999999999
543135,2024,3.6,4.44,-0.8400000000000003,35.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.28000000000000025
543243,2024,2.45,1.05,1.4000000000000001,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.5499999999999998
543294,2024,10.29,6.34,3.9499999999999993,21.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.7299999999999995
544150,2024,2.35,2.58,-0.22999999999999998,15.333333333333334,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.7099999999999995
547179,2024,4.37,4.56,-0.1899999999999995,22.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.63
554430,2024,3.47,2.52,0.9500000000000002,36.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.3599999999999999
570632,2024,2.25,3.43,-1.1800000000000002,17.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.10000000000000009
571578,2024,7.09,3.92,3.17,26.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.67
571760,2024,5.09,5.19,-0.10000000000000053,23.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.13
571882,2024,0.0,-0.57,0.57,16.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.7
571945,2024,4.18,3.94,0.23999999999999977,32.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.27000000000000046
572020,2024,1.82,6.75,-4.93,24.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.66
573186,2024,4.62,4.99,-0.3700000000000001,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.4400000000000004
579328,2024,2.48,1.86,0.6199999999999999,29.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.0799999999999996
592332,2024,4.43,2.7,1.7299999999999995,23.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.28000000000000025
592351,2024,2.84,2.31,0.5299999999999998,20.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.3399999999999999
592866,2024,2.03,2.29,-0.26000000000000023,31.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.33000000000000007
594902,2024,1.76,2.9,-1.14,15.333333333333334,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.7
596133,2024,3.18,4.34,-1.1599999999999997,19.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.020000000000000018
596295,2024,4.0,4.99,-0.9900000000000002,27.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.0599999999999996
605135,2024,4.6,5.69,-1.0900000000000007,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.4099999999999997
605288,2024,8.33,5.03,3.3,27.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.6900000000000004
605400,2024,2.11,3.83,-1.7200000000000002,42.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.5300000000000002
605483,2024,12.06,5.72,6.340000000000001,15.666666666666666,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-10.530000000000001
607067,2024,3.43,4.83,-1.4,39.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.1499999999999999
607074,2024,1.95,3.82,-1.8699999999999999,27.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.9699999999999998
607192,2024,2.09,1.81,0.2799999999999998,38.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.8000000000000003
607200,2024,2.4,3.5,-1.1,30.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.79
607259,2024,6.11,2.42,3.6900000000000004,17.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-3.62
607536,2024,9.17,4.97,4.2,17.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-6.4
607625,2024,2.17,4.14,-1.9699999999999998,37.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.31000000000000005
608331,2024,3.6,3.5,0.10000000000000009,25.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.5700000000000003
608344,2024,2.83,3.47,-0.6400000000000001,35.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.83
608379,2024,4.01,3.78,0.22999999999999998,33.666666666666664,SLIGHT_BUY,SLIGHT_BUY,NEUTRAL,SLIGHT_BUY,IMPROVED,-1.2999999999999998
608718,2024,0.0,2.86,-2.86,21.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,5.71
615698,2024,3.27,5.1,-1.8299999999999996,33.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.33000000000000007
621107,2024,3.38,2.59,0.79,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.1000000000000005
621244,2024,0.73,3.29,-2.56,37.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,4.6
621383,2024,11.32,4.26,7.0600000000000005,15.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-7.460000000000001
622491,2024,4.11,2.76,1.3500000000000005,35.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.0400000000000005
622663,2024,2.86,3.1,-0.2400000000000002,22.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.8200000000000003
623167,2024,4.44,5.4,-0.96,24.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.2399999999999993
624133,2024,0.78,2.29,-1.51,34.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.9899999999999993
625643,2024,0.73,2.65,-1.92,24.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.4
628317,2024,4.5,5.1,-0.5999999999999996,20.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.25
640455,2024,3.45,2.93,0.52,28.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.09999999999999964
641154,2024,5.55,4.17,1.38,24.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.3399999999999999
641302,2024,3.51,4.27,-0.7599999999999998,25.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.12
641482,2024,3.18,3.81,-0.6299999999999999,34.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.73
641540,2024,4.15,4.87,-0.7199999999999998,39.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,-0.1900000000000004
641712,2024,6.46,4.63,1.83,30.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.0
641793,2024,4.33,2.73,1.6,27.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,DECLINED,0.9199999999999999
641927,2024,0.9,1.9,-0.9999999999999999,30.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.75
642232,2024,3.7,4.29,-0.5899999999999999,26.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.5699999999999994
642547,2024,3.63,2.65,0.98,22.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.6699999999999999
642701,2024,7.36,2.42,4.94,15.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.25
647336,2024,5.72,7.23,-1.5100000000000007,28.333333333333332,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,FLAT,-0.35999999999999943
650633,2024,5.97,5.86,0.10999999999999943,28.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.6799999999999997
650644,2024,6.23,4.35,1.8800000000000008,30.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.4700000000000006
650911,2024,3.77,2.54,1.23,28.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.31
656288,2024,7.71,4.92,2.79,18.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.96
656302,2024,3.19,2.91,0.2799999999999998,31.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.8400000000000003
656412,2024,1.65,5.06,-3.4099999999999997,18.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.5300000000000002
656427,2024,6.69,3.53,3.1600000000000006,35.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-4.210000000000001
656557,2024,1.77,1.74,0.030000000000000027,45.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.71
656605,2024,4.75,3.99,0.7599999999999998,36.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.9500000000000002
657277,2024,2.29,2.59,-0.2999999999999998,39.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.13
657376,2024,2.75,3.51,-0.7599999999999998,19.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.43
657746,2024,5.09,2.88,2.21,23.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.2599999999999998
661403,2024,4.5,3.6,0.8999999999999999,15.666666666666666,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2599999999999998
661563,2024,2.36,3.1,-0.7400000000000002,34.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.5399999999999998
663362,2024,3.26,3.63,-0.3700000000000001,30.333333333333332,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,0.6700000000000004
663372,2024,5.31,3.64,1.6699999999999995,20.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,FLAT,0.15000000000000036
663474,2024,5.32,5.55,-0.22999999999999954,22.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.08000000000000007
663554,2024,2.48,2.98,-0.5,32.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.56
663559,2024,1.54,3.36,-1.8199999999999998,23.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.23
663567,2024,6.32,1.63,4.69,19.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-0.6699999999999999
663623,2024,4.37,3.23,1.1400000000000001,22.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.6100000000000003
663776,2024,6.2,3.51,2.6900000000000004,24.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.7199999999999998
663855,2024,1.83,3.39,-1.56,34.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.5199999999999996
663903,2024,3.33,4.58,-1.25,27.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,-0.07000000000000028
663978,2024,5.54,4.68,0.8600000000000003,26.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2300000000000004
665152,2024,3.89,3.97,-0.08000000000000007,34.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.23
665871,2024,2.23,3.25,-1.02,32.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.7400000000000002
666142,2024,1.27,1.69,-0.41999999999999993,30.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.62
666157,2024,1.69,1.35,0.33999999999999986,16.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.6
666200,2024,7.46,5.27,2.1900000000000004,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.78
667755,2024,4.56,3.99,0.5699999999999994,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.1599999999999997
668678,2024,2.73,3.13,-0.3999999999999999,33.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.98
668881,2024,3.94,2.43,1.5099999999999998,29.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.4
668933,2024,4.72,3.8,0.9199999999999999,34.333333333333336,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,FLAT,0.0600000000000005
669022,2024,2.9,2.94,-0.040000000000000036,31.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.44
669060,2024,2.7,5.5,-2.8,17.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.3399999999999999
669194,2024,5.23,4.41,0.8200000000000003,20.666666666666668,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,IMPROVED,-0.8600000000000003
669203,2024,3.51,4.21,-0.7000000000000002,33.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.8299999999999996
669302,2024,2.18,3.62,-1.44,33.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.7599999999999998
669373,2024,2.37,2.24,0.1299999999999999,30.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.10999999999999988
669432,2024,4.15,2.73,1.4200000000000004,21.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,DECLINED,0.47999999999999954
669854,2024,1.41,3.41,-2.0,38.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.66
669923,2024,4.4,1.83,2.5700000000000003,30.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.7200000000000002
670174,2024,3.45,2.14,1.31,19.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.5900000000000003
671096,2024,3.82,4.56,-0.7399999999999998,37.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,IMPROVED,-0.81
671106,2024,5.7,5.2,0.5,30.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.04
672282,2024,3.72,2.65,1.0700000000000003,29.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,4.92
676440,2024,3.09,3.54,-0.4500000000000002,32.0,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,FLAT,0.3400000000000003
676664,2024,3.68,4.67,-0.9899999999999998,29.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.8599999999999999
